Event,ID,Rank,Name,Gender,Country,Qualification
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,1103,1,ERIN STERKENBURG,F,RSA,1
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,1078,2,GEORGIANA DORWARD,F,RSA,12
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,12308,3,TEGWEN OATES,F,RSA,60
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,12307,4,CATHERINE HONEGGER,F,RSA,56
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,11800,5,CAITLYN BURWOOD,F,RSA,147
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,1068,6,ALYSSA MEYER,F,RSA,150
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,1104,7,DANIELLE VISSER,F,RSA,144
IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,12409,8,CREDO KASEMIIRE,F,UGA,512
