Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",1214,1,JAKOB SCHUBERT,AUT,TOP  1. | TOP  1. [9.49],38+,33
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",773,2,RAMÓN JULIAN PUIGBLANQUE,ESP,TOP  1. | TOP  1. [9.49],35-,33-
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2254,3,SACHI AMMA,JPN,TOP  1. | TOP  1. [9.49],36+,24+
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3124,4,THOMAS TAUPORN,GER,TOP  1. | TOP  1. [9.49],35-,24+
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",447,5,MANUEL ROMAIN,FRA,TOP  1. | TOP  1. [9.49],37,24-
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2039,6,HYUNBIN MIN,KOR,TOP  1. | TOP  1. [9.49],36-,24-
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",1216,7,MARIO LECHNER,AUT,TOP  1. | TOP  1. [9.49],34-,13-
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",437,8,ROMAIN DESGRANGES,FRA,TOP  1. | TOP  1. [9.49],34-,12
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4783,9,AKITO MATSUSHIMA,JPN,TOP  1. | TOP  1. [9.49],30,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",61,10,MIKHAIL CHERNIKOV,RUS,TOP  1. | TOP  1. [9.49],30-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",444,10,GAUTIER SUPPER,FRA,TOP  1. | TOP  1. [9.49],30-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5151,12,HIDEKAZU ITO,JPN,29-  26. | TOP  1. [15.87],28+,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2032,13,SANGWON SON,KOR,TOP  1. | TOP  1. [9.49],28-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5701,14,ZUL FADZLI SHAFIEE,MAS,33-  20. | 30   21. [20.49],27-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2033,15,JABEE KIM,KOR,TOP  1. | TOP  1. [9.49],26,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5002,16,SEOLBIN SIM,KOR,TOP  1. | 32+  18. [13.42],26,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3261,17,AMRI AMRI,INA,TOP  1. | 25+  25. [16.28],26-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2927,18,QINGHUA WANG,CHN,31+  21. | 26   23. [21.98],26-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4940,19,TATSUMI NITTA,JPN,TOP  1. | TOP  1. [9.49],25,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4937,20,KAZUMA WATANABE,JPN,TOP  1. | TOP  1. [9.49],25-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",4877,21,JIACUO SUOLANG,CHN,TOP  1. | 25   29. [17.03],25-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5005,22,MASAKI SHIBATA,JPN,TOP  1. | TOP  1. [9.49],22-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3263,23,HUDA WARDANA AKBAR,INA,29-  26. | 32-  19. [23.07],20-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2931,24,HAIBIN QU,CHN,29-  26. | 27-  22. [24.82],20-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",6121,25,INDRA YOGASWARA,INA,31-  23. | 30+  20. [21.68],19-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2211,26,SIN-FAI HO,HKG,30+  25. | 25+  25. [25.74],19-,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2214,27,KA-CHUN YAU,HKG,31-  23. | 24   30. [26.55],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2934,28,CHANGFENG QU,CHN,29-  26. | 25+  25. [27.24],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5575,29,PAUL BROUARD,RSA,31   22. | 8   36. [28.14],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2138,30,YEU-SHIANG CHANG,TPE,24-  32. | 26-  24. [28.35],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",3360,31,ALEXEY MOLCHANOV,KAZ,28-  31. | 25+  25. [28.66],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",6122,32,RUIZHI CHEN,CHN,29-  26. | 22   31. [29.46],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",6123,33,IZZAT SAAT,MAS,24-  32. | 22-  32. [32.74],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2937,34,BEIJI LI,CHN,24-  32. | 21-  33. [33.25],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",2140,35,JIUN-JIE TZENG,TPE,24-  32. | 20+  34. [33.75],,
"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",5835,36,JAU SHIUAN HUNG,TPE,22-  36. | 14   35. [35.50],,
