Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,773,1,RAMÓN JULIAN PUIGBLANQUE,ESP,TOP  1. | TOP  1. [5.24],58,60+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3129,2,CÉDRIC LACHAT,SUI,TOP  1. | TOP  1. [5.24],58,57+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,437,3,ROMAIN DESGRANGES,FRA,TOP  1. | TOP  1. [5.24],57,57+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,2254,4,SACHI AMMA,JPN,43   12. | TOP  1. [7.75],57,57+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,1559,5,SEAN MCCOLL,CAN,TOP  1. | TOP  1. [5.24],56+,55+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3577,6,JORG VERHOEVEN,NED,TOP  1. | TOP  1. [5.24],57,51+
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,1216,7,MARIO LECHNER,AUT,TOP  1. | 46   12. [8.29],57,45
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3058,8,MAGNUS MIDTBOE,NOR,TOP  1. | TOP  1. [5.24],53+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,447,9,MANUEL ROMAIN,FRA,TOP  1. | TOP  1. [5.24],49+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,61,10,MIKHAIL CHERNIKOV,RUS,42+  13. | TOP  1. [8.06],49+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,855,11,STEFANO GHISOLFI,ITA,43+  11. | 46+  10. [10.75],49+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4716,12,KLEMEN BECAN,SLO,41   16. | 44   17. [17.00],48+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,444,13,GAUTIER SUPPER,FRA,41+  14. | 46+  10. [12.34],47+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4783,14,AKITO MATSUSHIMA,JPN,TOP  1. | 45+  14. [8.93],46,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,2039,15,HYUNBIN MIN,KOR,41   16. | 45+  14. [15.70],46,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,864,16,FRANCESCO VETTORATA,ITA,38+  19. | 37+  26. [22.44],45,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,1129,17,DOMEN SKOFIC,SLO,TOP  1. | 46   12. [8.29],41,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,2014,18,CHRISTOPH HANKE,GER,37+  20. | 37   28. [24.25],36+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3124,19,THOMAS TAUPORN,GER,41+  14. | 39+  20. [17.24],36,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4950,20,SILVIO REFFO,ITA,37+  20. | 36   29. [24.68],36,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,1221,21,MAX RUDIGIER,AUT,34   25. | 39+  20. [22.86],35+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,1127,22,URBAN PRIMOZIC,SLO,41   16. | 40+  18. [17.73],30+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,448,23,THOMAS BALLET,FRA,35+  24. | 44+  16. [19.60],30+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,314,24,LOÏC TIMMERMANS,BEL,37+  20. | 40+  18. [19.71],30+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4947,25,REINALDO CAMACHO,VEN,33.5+  27. | 39   22. [25.10],30+,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4945,26,LUKAS KÖB,AUT,33.5+  27. | 38+  24. [25.92],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,5820,27,MAURICIO HUERTA,MEX,34   25. | 37+  26. [26.00],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,5597,28,EMMANUEL LOPEZ,FRA,36+  23. | 35+  30. [26.27],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,778,29,VICTOR ESTELLER OCAÑA,ESP,29   33. | 39   22. [27.25],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3125,30,SEBASTIAN HALENKE,GER,30+  30. | 38   25. [27.84],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,6184,31,ANDREY SHAGIN,RUS,33.5+  27. | 33+  32. [29.93],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,2033,32,JABEE KIM,KOR,30+  30. | 34   31. [31.00],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,5015,33,JURGEN LIS,BEL,30+  30. | 29+  34. [32.47],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,312,34,SÉBASTIEN BERTHE,BEL,27+  34. | 27+  35. [34.50],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,3581,35,ELKO SCHELLINGERHOUT,NED,15+  37. | 30+  33. [34.94],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,5017,36,WANNE LIBOT,BEL,26   35. | 25+  36. [35.50],,
IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,4901,37,TRUONG NGO,NED,23+  36. | 18+  37. [36.50],,
