Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1214,1,JAKOB SCHUBERT,AUT,TOP  1. | TOP  1. [8.22],36+,43+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2254,2,SACHI AMMA,JPN,TOP  1. | TOP  1. [8.22],36+,34
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3058,3,MAGNUS MIDTBOE,NOR,TOP  1. | TOP  1. [8.22],34+,33+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3577,4,JORG VERHOEVEN,NED,TOP  1. | TOP  1. [8.22],31+,33+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,448,5,THOMAS BALLET,FRA,29   23. | 31+  22. [23.45],33,27+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,437,6,ROMAIN DESGRANGES,FRA,TOP  1. | TOP  1. [8.22],35,26+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,773,7,RAMÓN JULIAN PUIGBLANQUE,ESP,TOP  1. | TOP  1. [8.22],37,22+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2039,8,HYUNBIN MIN,KOR,TOP  1. | TOP  1. [8.22],29+,16+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1127,9,URBAN PRIMOZIC,SLO,TOP  1. | TOP  1. [8.22],29,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4783,10,AKITO MATSUSHIMA,JPN,TOP  1. | TOP  1. [8.22],27+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,447,10,MANUEL ROMAIN,FRA,TOP  1. | TOP  1. [8.22],27+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1559,12,SEAN MCCOLL,CAN,TOP  1. | TOP  1. [8.22],27,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,61,13,MIKHAIL CHERNIKOV,RUS,TOP  1. | TOP  1. [8.22],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4716,14,KLEMEN BECAN,SLO,TOP  1. | 34+  15. [12.00],26+,
