Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,772,1,PATXI USOBIAGA LAKUNZA,ESP,TOP,29-,32-
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,3577,2,JORG VERHOEVEN,NED,25-,29-,31+
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,1356,3,TOMÁS MRÁZEK,CZE,26-,29-,31
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,2254,4,SACHI AMMA,JPN,24-,28+,31
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,773,5,RAMÓN JULIAN PUIGBLANQUE,ESP,TOP,28,29-
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,437,6,ROMAIN DESGRANGES,FRA,26+,28+,28+
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,1559,7,SEAN MCCOLL,CAN,24-,28+,28-
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,1476,8,VALERIY KRYUKOV,UKR,24-,29+,20-
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,3129,9,CÉDRIC LACHAT,SUI,17-,28-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4690,10,FABIEN DUGIT,FRA,26,27-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,3058,10,MAGNUS MIDTBOE,NOR,TOP,27-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4964,12,MAGNUS HÖGSTRÖM,SWE,16-,26-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4937,12,KAZUMA WATANABE,JPN,21,26-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,448,14,THOMAS BALLET,FRA,24-,24-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4786,15,FABIEN COMINA,FRA,24-,21,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,5472,16,AURÉLIEN CULVER,FRA,17-,21-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4716,17,KLEMEN BECAN,SLO,16-,20-,
IFSC Climbing Worldcup (L) - Bern (SUI) 2008,4775,17,REMO SOMMER,SUI,16-,20-,
