Event,ID,Rank,Name,Gender,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,773,1,RAMÓN JULIAN PUIGBLANQUE,M,ESP,TOP  1. | 29-  43. [15.47],TOP,52
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1214,2,JAKOB SCHUBERT,M,AUT,TOP  1. | TOP  1. [9.53],TOP,52-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,2254,3,SACHI AMMA,M,JPN,TOP  1. | TOP  1. [9.53],TOP,50-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,447,4,MANUEL ROMAIN,M,FRA,TOP  1. | TOP  1. [9.53],TOP,48-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1559,5,SEAN MCCOLL,M,CAN,TOP  1. | TOP  1. [9.53],TOP,45-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,3124,6,THOMAS TAUPORN,M,GER,TOP  1. | TOP  1. [9.53],37-,45-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,2039,7,HYUNBIN MIN,M,KOR,30   29. | TOP  1. [21.87],37-,44+
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4716,8,KLEMEN BECAN,M,SLO,34-  14. | TOP  1. [15.47],34+,43-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,93,9,DMITRII FAKIRIANOV,M,RUS,34-  14. | TOP  1. [15.47],34+,41-
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,437,10,ROMAIN DESGRANGES,M,FRA,TOP  1. | TOP  1. [9.53],33+,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,444,11,GAUTIER SUPPER,M,FRA,32+  20. | TOP  1. [18.39],32-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,61,12,MIKHAIL CHERNIKOV,M,RUS,33-  16. | TOP  1. [16.99],31,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1129,13,DOMEN SKOFIC,M,SLO,TOP  1. | TOP  1. [9.53],31-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,448,14,THOMAS BALLET,M,FRA,35   12. | TOP  1. [14.07],31-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5005,15,MASAKI SHIBATA,M,JPN,33-  16. | TOP  1. [16.99],31-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5256,16,EDUARD MARIN GARCIA,M,ESP,30+  28. | TOP  1. [21.49],31-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,778,17,VICTOR ESTELLER OCAÑA,M,ESP,30-  30. | TOP  1. [22.43],31-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1216,18,MARIO LECHNER,M,AUT,35+  11. | TOP  1. [13.47],30-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,3058,19,MAGNUS MIDTBOE,M,NOR,33-  16. | TOP  1. [16.99],29-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4776,20,MYKHAYLO SHALAGIN,M,UKR,TOP  1. | TOP  1. [9.53],28-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,2033,21,JABEE KIM,M,KOR,31-  26. | TOP  1. [20.91],27+,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,774,22,MARCO ANTONIO JUBES ANGARITA,M,ESP,31+  22. | TOP  1. [19.05],27,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4934,23,SHINTA OZAWA,M,JPN,TOP  1. | TOP  1. [9.53],26+,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4942,24,DAISUKE KONISHI,M,JPN,31   23. | TOP  1. [19.90],23-,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,80,25,MIKHAIL KOCHETKOV,M,RUS,32+  20. | TOP  1. [18.39],20+,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4943,26,DANIEL MORENO DE LOS HUERTO,M,ESP,31   23. | TOP  1. [19.90],19,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,6092,27,SANTIAGO DE ALBA FLORES,M,MEX,30-  30. | TOP  1. [22.43],15,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,6008,28,GERARD RULL FLORES,M,ESP,35-  13. | 29-  43. [23.78],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5151,29,HIDEKAZU ITO,M,JPN,28-  33. | TOP  1. [24.03],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4950,29,SILVIO REFFO,M,ITA,28-  33. | TOP  1. [24.03],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5002,31,SEOLBIN SIM,M,KOR,33-  16. | 30-  34. [24.92],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,2261,32,MASAHIRO HIGUCHI,M,JPN,25+  39. | TOP  1. [25.37],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,776,33,JAVIER CANO BLAZQUEZ,M,ESP,25-  40. | TOP  1. [25.85],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1128,34,JURE RAZTRESEN,M,SLO,24-  42. | TOP  1. [26.32],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5900,35,DIEGO MARTÍN MARSELLA PRADO,M,ARG,22-  44. | TOP  1. [26.94],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5922,36,SERGEY TERENTYEV,M,RUS,31-  26. | 30-  34. [30.67],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,4964,37,MAGNUS HÖGSTRÖM,M,SWE,31   23. | 29   41. [31.56],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,1481,38,ANTON MARDASHOV,M,UKR,28-  33. | 30-  34. [35.25],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,2938,39,ZIDA MA,M,CHN,29+  32. | 29+  38. [35.33],,
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,5820,40,MAURICIO HUERTA,M,MEX,27+  38. | 32-  33. [35.41],,
