Event,ID,Rank,Name,Gender,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1214,1,JAKOB SCHUBERT,M,AUT,TOP  1. | TOP  1. [8.22],36+,43+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2254,2,SACHI AMMA,M,JPN,TOP  1. | TOP  1. [8.22],36+,34
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3058,3,MAGNUS MIDTBOE,M,NOR,TOP  1. | TOP  1. [8.22],34+,33+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3577,4,JORG VERHOEVEN,M,NED,TOP  1. | TOP  1. [8.22],31+,33+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,448,5,THOMAS BALLET,M,FRA,29   23. | 31+  22. [23.45],33,27+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,437,6,ROMAIN DESGRANGES,M,FRA,TOP  1. | TOP  1. [8.22],35,26+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,773,7,RAMÓN JULIAN PUIGBLANQUE,M,ESP,TOP  1. | TOP  1. [8.22],37,22+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2039,8,HYUNBIN MIN,M,KOR,TOP  1. | TOP  1. [8.22],29+,16+
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1127,9,URBAN PRIMOZIC,M,SLO,TOP  1. | TOP  1. [8.22],29,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4783,10,AKITO MATSUSHIMA,M,JPN,TOP  1. | TOP  1. [8.22],27+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,447,10,MANUEL ROMAIN,M,FRA,TOP  1. | TOP  1. [8.22],27+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1559,12,SEAN MCCOLL,M,CAN,TOP  1. | TOP  1. [8.22],27,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,61,13,MIKHAIL CHERNIKOV,M,RUS,TOP  1. | TOP  1. [8.22],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4716,14,KLEMEN BECAN,M,SLO,TOP  1. | 34+  15. [12.00],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,855,15,STEFANO GHISOLFI,M,ITA,TOP  1. | 32+  18. [13.25],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,864,16,FRANCESCO VETTORATA,M,ITA,29   23. | 34+  15. [20.00],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,854,17,MARCELLO BOMBARDI,M,ITA,32   18. | 31   23. [20.63],26+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1129,18,DOMEN SKOFIC,M,SLO,24+  31. | TOP  1. [16.43],25,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1216,19,MARIO LECHNER,M,AUT,TOP  1. | TOP  1. [8.22],24+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4795,20,JURE BECAN,M,SLO,TOP  1. | 29+  25. [15.00],23+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4945,21,LUKAS KÖB,M,AUT,24+  31. | 32+  18. [26.50],23+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2033,22,JABEE KIM,M,KOR,TOP  1. | 28+  26. [15.30],18+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,314,23,LOÏC TIMMERMANS,M,BEL,24+  31. | 34+  15. [24.00],16+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4944,24,ERIK GRANDELIUS,M,SWE,24+  31. | 32+  18. [26.50],13+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,6191,25,JOHN HENRY NILSSEN,M,NOR,29   23. | 26   29. [27.16],10+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3581,26,ELKO SCHELLINGERHOUT,M,NED,29+  21. | 25+  31. [26.84],8+,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3125,27,SEBASTIAN HALENKE,M,GER,25+  29. | 27+  27. [28.22],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1228,28,BERNHARD RÖCK,M,AUT,25+  29. | 26+  28. [28.74],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,5627,29,MARKUS JUNG,M,GER,29   23. | 25+  31. [28.94],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4934,29,SHINTA OZAWA,M,JPN,29   23. | 25+  31. [28.94],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3889,31,MARTIN TEKLES,M,GER,21   44. | 32+  18. [29.29],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,5956,32,IZIDOR ZUPAN,M,SLO,24+  31. | 30   24. [29.39],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,5033,33,SERGEJ EPIH,M,SLO,32   18. | 13+  46. [29.49],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2014,34,CHRISTOPH HANKE,M,GER,31+  20. | 14+  43. [29.66],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1135,35,MARTIN BERGANT,M,SLO,29+  21. | 18   41. [29.69],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,5005,36,MASAKI SHIBATA,M,JPN,24+  31. | 26   29. [32.59],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1128,37,JURE RAZTRESEN,M,SLO,26+  28. | 18+  40. [33.47],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,4949,38,FILIP BABICZ,M,POL,24+  31. | 25+  31. [34.73],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,6141,38,LUKE TILLEY,M,GBR,24+  31. | 25+  31. [34.73],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,6139,40,EDWARD HAMER,M,GBR,24+  31. | 25   37. [36.50],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3430,41,FRANZ KRAKENBERGER,M,SUI,24+  31. | 23+  38. [37.23],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2261,42,MASAHIRO HIGUCHI,M,JPN,20+  45. | 25+  31. [38.83],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,3466,43,AMIRHAMZEH POURSHAFIE,M,IRI,24+  31. | 14+  43. [39.80],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1221,44,MAX RUDIGIER,M,AUT,24   42. | 23+  38. [40.21],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,1367,45,TOMAS BINTER,M,CZE,22+  43. | 14+  43. [43.50],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,2761,46,STEFAN BEDNAR,M,SVK,19   46. | 15+  42. [43.95],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,6192,47,JAKOB HEBER NORUM,M,NOR,15+  47. | 13+  46. [47.00],,
IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,6225,48,TOM BONNERT,M,GBR,15   48. | 13+  46. [47.50],,
