Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1214,1,JAKOB SCHUBERT,AUT,39   5. | TOP  1. [4.47],35.5+,32+
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1559,2,SEAN MCCOLL,CAN,36   12. | TOP  1. [7.07],33+,31+
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",444,3,GAUTIER SUPPER,FRA,TOP  1. | 36+  9. [5.00],37+,29
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",437,4,ROMAIN DESGRANGES,FRA,TOP  1. | TOP  1. [3.16],TOP,28
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2039,5,HYUNBIN MIN,KOR,38+  6. | TOP  1. [5.10],35.5,27+
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1129,6,DOMEN SKOFIC,SLO,36+  11. | TOP  1. [6.63],37,7+
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",855,7,STEFANO GHISOLFI,ITA,37+  8. | 32+  14. [10.91],36+,7+
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2273,8,KEIICHIRO KORENAGA,JPN,38+  6. | 36+  9. [8.06],36+,6
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1364,9,ADAM ONDRA,CZE,TOP  1. | 30   19. [7.16],33+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",3058,10,MAGNUS MIDTBOE,NOR,37   10. | 37   8. [8.94],33+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",4783,11,AKITO MATSUSHIMA,JPN,36   12. | 36+  9. [11.18],33+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",61,12,MIKHAIL CHERNIKOV,RUS,31+  19. | TOP  1. [8.83],32+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2040,13,JIHWAN PARK,KOR,35+  14. | 32   15. [14.99],32+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2285,14,HIROTO SHIMIZU,JPN,33+  16. | 35+  12. [14.28],31+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",773,15,RAMÓN JULIAN PUIGBLANQUE,ESP,TOP  1. | TOP  1. [3.16],24+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",447,16,MANUEL ROMAIN,FRA,37+  8. | 30   19. [13.20],24+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2041,17,HANWOOL KIM,KOR,33+  16. | 34+  13. [14.87],24+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2938,18,ZIDA MA,CHN,30+  21. | 30   19. [20.99],24+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2927,19,QINGHUA WANG,CHN,28   25. | 29+  23. [24.48],24+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1216,20,MARIO LECHNER,AUT,33+  16. | 30+  17. [17.25],23+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2045,21,HONGIL KIM,KOR,30+  21. | 30+  17. [19.40],21+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",1576,22,ELAN JONASMCRAE,CAN,23+  27. | 32   15. [20.65],21+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2931,23,HAIBIN QU,CHN,35+  14. | 27   27. [19.79],17+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2061,24,SHINYEONG YUN,KOR,29+  23. | 30   19. [21.95],17+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2033,25,JABEE KIM,KOR,31+  19. | 27+  26. [22.52],12+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",314,26,LOÏC TIMMERMANS,BEL,29+  23. | 29+  23. [23.50],12+,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",4877,27,JIACUO SUOLANG,CHN,28   25. | 28+  25. [25.25],,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2214,28,KA-CHUN YAU,HKG,23+  27. | 20+  29. [28.24],,
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",2934,29,CHANGFENG QU,CHN,16+  29. | 26+  28. [28.50],,
