Event,ID,Rank,Name,Gender,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2273,1,KEIICHIRO KORENAGA,M,JPN,39+  10. | 23   20. [14.49],38+,41+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2276,2,TOMOA NARASAKI,M,JPN,TOP  1. | 26   8. [3.46],34,45
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2947,3,YUFEI PAN,M,CHN,32   14. | 20   31. [20.83],33,44+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2052,4,JONGWON CHON,M,KOR,29+  16. | 22+  23. [21.29],31+,45+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",1489,5,FEDIR SAMOILOV,M,UKR,29+  16. | 23   20. [19.71],30+,44+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2272,6,KOKORO FUJII,M,JPN,43   8. | 27   1. [2.83],29+,40+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",855,7,STEFANO GHISOLFI,M,ITA,43+  3. | 26+  2. [4.74],26+,45
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2931,8,HAIBIN QU,M,CHN,43+  3. | 23+  13. [8.94],17+,44+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",463,9,THOMAS JOANNES,M,FRA,29+  16. | 23+  13. [17.20],,40+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2041,10,HANWOOL KIM,M,KOR,37+  12. | 26+  2. [7.35],,39+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2261,11,MASAHIRO HIGUCHI,M,JPN,31+  15. | 26+  2. [8.22],,39+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2057,12,MINYOUNG LEE,M,KOR,29+  16. | 22+  23. [21.29],,30+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",3889,13,MARTIN TEKLES,M,GER,41+  9. | 23+  13. [12.00],,26
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",864,14,FRANCESCO VETTORATA,M,ITA,16   34. | 24   10. [19.48],,26
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2309,15,YOSHIYUKI OGATA,M,JPN,TOP  1. | 24   10. [4.06],,25+
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",2301,16,YUKI HADA,M,JPN,43+  3. | 23+  13. [8.94],,25+
