Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",3270,1,ALFIAN MUHAMMAD FAJRI,INA,5.914,5.97
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1492,2,KOSTIANTYN PAVLENKO,UKR,6.206,6.31
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",198,3,SERGEI RUKIN,RUS,6.020,6.80
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2929,4,QIXIN ZHONG,CHN,5.618,FALL
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",3471,5,REZA ALIPOUR SHENAZANDIFARD,IRI,6.115,5.73
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",165,6,NIKOLAI IARILOVETS,RUS,6.263,6.31
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2951,7,ZHIYONG OU,CHN,6.279,7.03
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",3268,8,FATCHUR ROJI,INA,6.212,7.51
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2845,9,MARCIN DZIENSKI,POL,6.317,6.08
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",11460,10,JINBAO LONG,CHN,6.128,6.16
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",3278,11,ASPAR ASPAR,INA,5.876,6.28
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",154,12,ALEKSANDR SHILOV,RUS,6.085,7.37
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",2962,13,ZHIXING CHEN,CHN,5.842,8.11
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",98,14,VLADISLAV DEULIN,RUS,6.133,8.93
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",7613,15,BASSA MAWEM,FRA,5.677,FALL
