Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing World Championship - Paris (FRA) 2012,2929,1,QIXIN ZHONG,M,CHN,6.100,7.33
IFSC Climbing World Championship - Paris (FRA) 2012,1359,2,LIBOR HROZA,M,CZE,6.000,8.98
IFSC Climbing World Championship - Paris (FRA) 2012,105,3,DMITRII TIMOFEEV,M,RUS,6.700,7.68
IFSC Climbing World Championship - Paris (FRA) 2012,48,4,SERGEI SINITCYN,M,RUS,6.700,FALL
IFSC Climbing World Championship - Paris (FRA) 2012,1483,5,YAROSLAV GONTARYK,M,UKR,6.700,6.77
IFSC Climbing World Championship - Paris (FRA) 2012,56,6,EVGENII VAITSEKHOVSKII,M,RUS,6.500,7.37
IFSC Climbing World Championship - Paris (FRA) 2012,1480,7,DANYIL BOLDYREV,M,UKR,6.500,FALL
IFSC Climbing World Championship - Paris (FRA) 2012,86,8,ARSENII SHEVCHENKO,M,RUS,6.600,FALL
IFSC Climbing World Championship - Paris (FRA) 2012,4745,9,LUKASZ SWIRK,M,POL,6.800,7.18
IFSC Climbing World Championship - Paris (FRA) 2012,856,10,LEONARDO GONTERO,M,ITA,6.500,7.21
IFSC Climbing World Championship - Paris (FRA) 2012,6303,11,"WENG KHIT, ADRIEL CHOO",M,SGP,6.700,7.31
IFSC Climbing World Championship - Paris (FRA) 2012,74,12,STANISLAV KOKORIN,M,RUS,6.800,7.89
IFSC Climbing World Championship - Paris (FRA) 2012,2845,13,MARCIN DZIENSKI,M,POL,6.500,7.96
IFSC Climbing World Championship - Paris (FRA) 2012,4747,14,OLEKSIY YURKO,M,UKR,6.700,8.20
IFSC Climbing World Championship - Paris (FRA) 2012,64,15,SERGEY ABDRAKHMANOV,M,RUS,6.400,FALL
IFSC Climbing World Championship - Paris (FRA) 2012,3174,16,MANUEL ESCOBAR,M,VEN,6.700,FALL
IFSC Climbing World Championship - Paris (FRA) 2012,7613,17,BASSA MAWEM,M,FRA,6.900,
IFSC Climbing World Championship - Paris (FRA) 2012,5026,17,LINCAI ZHONG,M,CHN,6.900,
IFSC Climbing World Championship - Paris (FRA) 2012,3278,19,ASPAR ASPAR,M,INA,7.000,
IFSC Climbing World Championship - Paris (FRA) 2012,6146,19,SERGIY BARKOVSKYY,M,UKR,7.000,
IFSC Climbing World Championship - Paris (FRA) 2012,6041,19,SAYAT BOKANOV,M,KAZ,7.000,
IFSC Climbing World Championship - Paris (FRA) 2012,3208,22,ISAAC ESTEVEZ,M,ECU,7.100,
IFSC Climbing World Championship - Paris (FRA) 2012,1485,22,VOLODYMYR ZINCHENKO,M,UKR,7.100,
IFSC Climbing World Championship - Paris (FRA) 2012,6106,24,ANDRII KYTAIKO,M,UKR,7.400,
IFSC Climbing World Championship - Paris (FRA) 2012,474,24,GUILLAUME MORO,M,FRA,7.400,
IFSC Climbing World Championship - Paris (FRA) 2012,3358,26,ARTYOM DEVYATERIKOV,M,KAZ,7.700,
IFSC Climbing World Championship - Paris (FRA) 2012,7439,27,GIAN-LUCA GRICHTING,M,SUI,7.900,
IFSC Climbing World Championship - Paris (FRA) 2012,4748,27,JOSMAR NIEVES,M,VEN,7.900,
IFSC Climbing World Championship - Paris (FRA) 2012,4953,29,YOANN LE COUSTER,M,FRA,8.000,
IFSC Climbing World Championship - Paris (FRA) 2012,4952,30,ANDRES QUINTEROS,M,ECU,8.200,
IFSC Climbing World Championship - Paris (FRA) 2012,2167,31,CSABA KOMONDI,M,HUN,8.500,
IFSC Climbing World Championship - Paris (FRA) 2012,6352,31,ANDRES PAZMINO,M,ECU,8.500,
IFSC Climbing World Championship - Paris (FRA) 2012,855,33,STEFANO GHISOLFI,M,ITA,8.600,
IFSC Climbing World Championship - Paris (FRA) 2012,2042,34,SEUNGWOON CHO,M,KOR,9.200,
IFSC Climbing World Championship - Paris (FRA) 2012,1574,34,ROBERT STEWART-PATTERSON,M,CAN,9.200,
IFSC Climbing World Championship - Paris (FRA) 2012,6209,36,DOMINIC LABARGE,M,USA,9.300,
IFSC Climbing World Championship - Paris (FRA) 2012,7440,37,JULIAN BOYD,M,USA,9.500,
IFSC Climbing World Championship - Paris (FRA) 2012,7441,38,CHARLES ANDREWS-JUBELT,M,USA,9.700,
IFSC Climbing World Championship - Paris (FRA) 2012,3124,38,THOMAS TAUPORN,M,GER,9.700,
IFSC Climbing World Championship - Paris (FRA) 2012,2456,40,GIGA JANKHOTELI,M,GEO,10.700,
IFSC Climbing World Championship - Paris (FRA) 2012,6130,40,SHANE PUCCIO,M,USA,10.700,
IFSC Climbing World Championship - Paris (FRA) 2012,4150,42,ROLANDS RUGENS,M,LAT,10.900,
IFSC Climbing World Championship - Paris (FRA) 2012,1559,43,SEAN MCCOLL,M,CAN,11.200,
IFSC Climbing World Championship - Paris (FRA) 2012,2041,44,HANWOOL KIM,M,KOR,11.800,
IFSC Climbing World Championship - Paris (FRA) 2012,3129,45,CÉDRIC LACHAT,M,SUI,12.600,
IFSC Climbing World Championship - Paris (FRA) 2012,774,46,MARCO ANTONIO JUBES ANGARITA,M,ESP,14.000,
IFSC Climbing World Championship - Paris (FRA) 2012,7442,47,DENIS IOANNOU,M,CYP,15.000,
IFSC Climbing World Championship - Paris (FRA) 2012,4716,48,KLEMEN BECAN,M,SLO,16.300,
IFSC Climbing World Championship - Paris (FRA) 2012,6165,48,CINGIZ TAGIZADE,M,AZE,16.300,
IFSC Climbing World Championship - Paris (FRA) 2012,7438,50,ILHAM ISRAFILOV,M,AZE,27.500,
IFSC Climbing World Championship - Paris (FRA) 2012,6252,51,JAIME HENDRIK QUINTANA,M,PER,30.700,
IFSC Climbing World Championship - Paris (FRA) 2012,6155,52,BABEK IBADOV,M,AZE,FALL,
IFSC Climbing World Championship - Paris (FRA) 2012,2838,52,JEDRZEJ KOMOSINSKI,M,POL,FALL,
IFSC Climbing World Championship - Paris (FRA) 2012,3362,52,AMIR MAIMURATOV,M,KAZ,FALL,
IFSC Climbing World Championship - Paris (FRA) 2012,3360,52,ALEXEY MOLCHANOV,M,KAZ,FALL,
