Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,64,1,SERGEY ABDRAKHMANOV,M,RUS,8.970,7.67
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2167,2,CSABA KOMONDI,M,HUN,8.920,9.34
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2929,3,QIXIN ZHONG,M,CHN,9.340,7.41
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,74,4,STANISLAV KOKORIN,M,RUS,9.400,7.82
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,1470,5,MAKSYM STYENKOVYY,M,UKR,7.630,7.40
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,1359,6,LIBOR HROZA,M,CZE,8.210,8.36
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,48,7,SERGEI SINITCYN,M,RUS,8.290,8.48
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2932,8,NING ZHANG,M,CHN,8.690,9.15
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,56,9,EVGENII VAITSEKHOVSKII,M,RUS,9.200,7.48
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4745,10,LUKASZ SWIRK,M,POL,9.890,8.24
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4746,11,MAKSYM OSIPOV,M,UKR,10.030,8.82
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2838,12,JEDRZEJ KOMOSINSKI,M,POL,9.030,8.83
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,3175,13,LEONEL DE LAS SALAS,M,VEN,9.910,8.85
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4778,14,LUCAS PRETI,M,ITA,9.570,9.05
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5463,15,GUANGPU LI,M,CHN,9.550,9.23
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4747,16,OLEKSIY YURKO,M,UKR,9.910,9.23
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4957,17,MICHEL SIROTTI,M,ITA,10.460,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4748,18,JOSMAR NIEVES,M,VEN,10.760,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,856,19,LEONARDO GONTERO,M,ITA,12.090,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5973,20,MARTIN SIFRA,M,CZE,13.240,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,855,21,STEFANO GHISOLFI,M,ITA,13.920,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4754,22,GYULA JUHASZ,M,HUN,14.210,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5974,23,GERGÕ MOLNAR,M,HUN,15.310,
