Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3471,1,REZA ALIPOUR SHENAZANDIFARD,IRI,5.860,5.82
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",98,2,VLADISLAV DEULIN,RUS,6.020,6.87
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3340,3,VEDDRIQ LEONARDO,INA,6.030,WILDCARD
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3318,4,HINAYAH MUHAMMAD,INA,6.230,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1372,5,JAN KRIZ,CZE,6.260,6.11
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",865,6,LUDOVICO FOSSALI,ITA,6.080,6.44
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3274,7,SABRI SABRI,INA,6.020,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",856,8,LEONARDO GONTERO,ITA,6.280,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3316,9,PANGERAN SEPTO WIBOWO SIBURIAN,INA,6.160,6.11
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",861,10,ALESSANDRO SANTONI,ITA,6.210,6.17
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",74,11,STANISLAV KOKORIN,RUS,6.030,6.26
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2996,12,JINXIN LI,CHN,6.290,6.78
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3278,13,ASPAR ASPAR,INA,5.920,7.87
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",109,14,ALEKSANDR SHIKOV,RUS,5.980,8.00
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",105,15,DMITRII TIMOFEEV,RUS,5.970,10.42
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3362,16,AMIR MAIMURATOV,KAZ,6.200,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1492,17,KOSTIANTYN PAVLENKO,UKR,6.300,
