Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,13547,1,RAHARJATI NURSAMSA,M,INA,5.18,5.11
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,14416,2,XINSHANG WANG,M,CHN,5.28,5.14
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3324,3,KIROMAL KATIBIN,M,INA,5.03,6.34
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,13598,4,PENG WU,M,CHN,5.21,FALL
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3340,5,VEDDRIQ LEONARDO,M,INA,5.09,5.03 (5.34)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,13034,6,SAMUEL WATSON,M,USA,5.13,6.05 (5.137)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,12317,7,JUN YASUKAWA,M,JPN,5.22,5.22
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,2099,8,EUNCHEOL SHIN,M,KOR,5.278,FALL (5.278)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11415,9,RAHMAD ADI MULYONO,M,INA,5.14,6.70 (5.145)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11409,10,LIANG ZHANG,M,CHN,5.16,6.84 (5.168)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11175,11,ZAINAL ARIPIN,M,INA,5.243,5.41 (5.243)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11460,12,JINBAO LONG,M,CHN,5.248,5.25 (5.248)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,1027,13,MATTEO ZURLONI,M,ITA,5.271,FALL (5.271)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11414,14,LONG CAO,M,CHN,5.29,7.07 (5.298)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3278,15,ASPAR ASPAR,M,INA,5.33,8.93 (5.335)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,1511,16,YAROSLAV TKACH,M,UKR,5.35,5.47 (5.355)
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3318,17,HINAYAH MUHAMMAD,M,INA,5.37,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,14087,18,ADITYA TRI SYAHRIA,M,INA,5.39,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11701,19,ERIK NOYA CARDONA,M,ESP,5.421,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3471,20,REZA ALIPOUR SHENAZANDIFARD,M,IRI,5.429,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,7613,21,BASSA MAWEM,M,FRA,5.43,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3115,22,LEANDER CARMANNS,M,GER,5.49,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,1754,23,JOHN BROSLER,M,USA,5.50,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,14088,24,RAAMASKI ASWIN KRISTANTO,M,INA,5.51,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,2069,25,SEUNGBEOM LEE,M,KOR,5.52,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11602,26,SEBASTIAN LUCKE,M,GER,5.53,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11938,27,MINHUI WANG,M,CHN,5.54,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3270,28,ALFIAN MUHAMMAD FAJRI,M,INA,5.55,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,3941,29,APHIWIT LIMPANICHPAKDEE,M,THA,5.560,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,899,30,GIAN LUCA ZODDA,M,ITA,5.564,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,1908,31,MERRITT ERNSBERGER,M,USA,5.58,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,2845,32,MARCIN DZIENSKI,M,POL,5.596,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,474,33,GUILLAUME MORO,M,FRA,5.598,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,11395,34,JIANGUO LONG,M,CHN,5.62,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,13153,35,YONGJUN JUNG,M,KOR,5.63,
IFSC - Climbing World Cup (S) - Jakarta (INA) 2023,2076,36,YONGSU LEE,M,KOR,5.680,
