Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",109,1,ALEKSANDR SHIKOV,RUS,6.070,6.67
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",154,2,ALEKSANDR SHILOV,RUS,6.180,6.79
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1480,3,DANYIL BOLDYREV,UKR,6.060,6.00
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",7613,4,BASSA MAWEM,FRA,5.800,FALL
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1492,5,KOSTIANTYN PAVLENKO,UKR,6.330,6.59
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2996,6,JINXIN LI,CHN,6.369,7.51
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",474,7,GUILLAUME MORO,FRA,6.400,8.50
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",3471,8,REZA ALIPOUR SHENAZANDIFARD,IRI,6.100,FALSE START
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1843,9,MICHAEL FINN-HENRY,USA,6.630,6.76
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2950,10,PENGHUI LIN,CHN,6.290,6.77
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",105,11,DMITRII TIMOFEEV,RUS,6.430,16.34
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",74,12,STANISLAV KOKORIN,RUS,6.220,FALL
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2845,13,MARCIN DZIENSKI,POL,6.360,FALL
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",861,14,ALESSANDRO SANTONI,ITA,6.410,FALL
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",856,15,LEONARDO GONTERO,ITA,6.450,FALL
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",120,16,LEV RUDATSKIY,RUS,6.550,FALSE START
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",865,17,LUDOVICO FOSSALI,ITA,6.640,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1372,18,JAN KRIZ,CZE,6.649,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",899,19,GIAN LUCA ZODDA,ITA,6.670,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",494,20,PIERRE REBREYEND,FRA,6.790,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1263,21,LUKAS KNAPP,AUT,6.850,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2929,22,QIXIN ZHONG,CHN,6.930,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",3211,23,CARLOS GRANJA,ECU,6.940,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",967,24,JACOPO STEFANI,ITA,7.090,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",108,25,RUSLAN FAIZULLIN,RUS,7.220,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1250,26,MATTHIAS ERBER,AUT,7.250,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1497,27,OLEKSANDR PAVLENKO,UKR,7.350,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",885,28,STANISLAO ZAMA,ITA,7.400,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",146,29,ARSENII BOGOMOLOV,RUS,7.500,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2309,30,YOSHIYUKI OGATA,JPN,7.510,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",2332,31,KAI HARADA,JPN,7.580,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1551,32,IHOR ROBOTA,UKR,8.390,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",1772,33,KAI LIGHTNER,USA,8.450,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",857,34,MICHAEL PICCOLRUAZ,ITA,8.530,
