Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3278,1,ASPAR ASPAR,M,INA,5.24,5.39
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3324,2,KIROMAL KATIBIN,M,INA,5.436,5.75
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11414,3,LONG CAO,M,CHN,5.35,5.16
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11460,4,JINBAO LONG,M,CHN,5.20,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3340,5,VEDDRIQ LEONARDO,M,INA,5.06,5.15
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13547,6,RAHARJATI NURSAMSA,M,INA,5.40,5.30
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13034,7,SAMUEL WATSON,M,USA,5.46,6.51
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2069,8,SEUNGBEOM LEE,M,KOR,5.508,5.60
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11395,9,JIANGUO LONG,M,CHN,5.30,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2099,10,EUNCHEOL SHIN,M,KOR,5.434,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14087,11,ADITYA TRI SYAHRIA,M,INA,5.44,FALSE START
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11701,12,ERIK NOYA CARDONA,M,ESP,5.504,7.89
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11415,13,RAHMAD ADI MULYONO,M,INA,5.506,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1798,14,NOAH BRATSCHI,M,USA,5.58,6.41
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",474,15,GUILLAUME MORO,M,FRA,5.60,5.64
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",12317,16,JUN YASUKAWA,M,JPN,5.625,5.56
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13598,17,PENG WU,M,CHN,5.629,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1754,18,JOHN BROSLER,M,USA,5.63,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3270,19,ALFIAN MUHAMMAD FAJRI,M,INA,5.65,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1511,20,YAROSLAV TKACH,M,UKR,5.67,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11175,21,ZAENAL ARIPIN,M,INA,5.72,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2845,22,MARCIN DZIENSKI,M,POL,5.73,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11602,23,SEBASTIAN LUCKE,M,GER,5.74,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3397,24,BEKNUR ALTYNBEKOV,M,KAZ,5.80,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1801,25,JOE GOODACRE,M,USA,5.87,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",865,26,LUDOVICO FOSSALI,M,ITA,5.88,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2391,27,YUDAI IKEDA,M,JPN,5.96,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14089,28,GLENN BAKRI,M,INA,6.09,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13155,29,TAEUNG MOON,M,KOR,6.23,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14088,30,RAAMASKI ASWIN KRISTANTO,M,INA,6.27,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2218,31,CHEUNG-CHI SHOJI CHAN,M,HKG,6.30,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11603,32,LINUS BADER,M,GER,6.41,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3388,33,SERGEY BESMERTNYKH,M,KAZ,6.45,
