Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,56,1,EVGENII VAITSEKHOVSKII,M,RUS,21.430,16.60
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,3174,2,MANUEL ESCOBAR,M,VEN,25.350,18.54
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4885,3,VALERIY VOROBYEV,M,RUS,21.860,18.17
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5946,4,ANDREY SHILENBERG,M,RUS,25.820,22.30
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,51,5,ALEXANDER KOSTERIN,M,RUS,20.100,17.80
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,52,6,ALEXANDER PESHEKHONOV,M,RUS,22.620,19.45
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,53,7,DMITRII SHARAFUTDINOV,M,RUS,24.320,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,48,8,SERGEI SINITCYN,M,RUS,21.360,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5916,9,KOSTIANTYN PODCHESOV,M,UKR,27.230,22.39
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,1470,10,MAKSYM STYENKOVYY,M,UKR,25.180,23.38
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,3358,11,ARTYOM DEVYATERIKOV,M,KAZ,26.330,25.77
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,74,12,STANISLAV KOKORIN,M,RUS,25.130,26.37
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4778,13,LUCAS PRETI,M,ITA,25.870,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,2932,14,NING ZHANG,M,CHN,26.540,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,3356,15,ALEXANDR NIGMATULIN,M,KAZ,27.000,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4745,16,LUKASZ SWIRK,M,POL,27.220,FALL
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5947,17,BOGDAN POSMASHNYY,M,RUS,27.720,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4746,18,MAKSYM OSIPOV,M,UKR,27.950,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,64,19,SERGEY ABDRAKHMANOV,M,RUS,28.050,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,72,20,YURY NOVITSKIY,M,RUS,28.610,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,3175,21,LEONEL DE LAS SALAS,M,VEN,28.750,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5742,22,EDUARD ISMAGILOV,M,RUS,28.890,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,47,23,VASILY KOZLOV,M,RUS,29.520,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4888,24,EGOR SKACHKOV,M,RUS,29.590,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4744,25,IVAN NOVIKOV,M,RUS,29.660,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5915,26,VYACHESLAV TITOV,M,KAZ,29.940,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4150,27,ROLANDS RUGENS,M,LAT,30.030,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4882,28,ZUFAR NIGMANOV,M,RUS,30.300,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4933,29,ALEXANDER KALINA,M,RUS,30.470,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4883,30,VAGINAK SIREKANYAN,M,RUS,30.550,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5948,31,ALEXEY BELCHIKOV,M,RUS,30.630,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5917,32,SERGEY DONETS,M,RUS,31.340,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,83,33,GEORGY DERKACHEV,M,RUS,31.610,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4864,34,IVAN KAUROV,M,RUS,32.010,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,5949,35,ANTON PODZOROV,M,UKR,32.190,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,57,36,STANISLAV LOBZOV,M,RUS,32.260,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4869,37,VLADIMIR MUSICH,M,RUS,32.540,
IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,4747,38,OLEKSIY YURKO,M,UKR,32.770,
