Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",865,1,LUDOVICO FOSSALI,ITA,6.530,WILDCARD
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",74,2,STANISLAV KOKORIN,RUS,6.060,FALSE START
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",856,3,LEONARDO GONTERO,ITA,6.400,6.25
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",109,4,ALEKSANDR SHIKOV,RUS,6.330,6.28
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",474,5,GUILLAUME MORO,FRA,6.360,6.19
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",861,6,ALESSANDRO SANTONI,ITA,7.610,6.45
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",2849,7,RAFAL HALASA,POL,7.040,6.51
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",98,8,VLADISLAV DEULIN,RUS,5.910,FALL
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",1372,9,JAN KRIZ,CZE,6.770,6.83
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",3422,10,JAN HOJER,GER,7.380,7.44
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",1263,11,LUKAS KNAPP,AUT,7.450,7.58
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",1713,12,JOSH LEVIN,USA,8.200,8.09
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",885,13,STANISLAO ZAMA,ITA,7.260,9.02
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",3111,14,DAVID FIRNENBURG,GER,8.680,10.01
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",2845,15,MARCIN DZIENSKI,POL,6.070,FALSE START
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",899,16,GIAN LUCA ZODDA,ITA,6.410,FALL
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",776,17,JAVIER CANO BLAZQUEZ,ESP,9.030,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",1787,18,JORDAN ROMIG,USA,9.080,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",688,19,MAXIMILLIAN MILNE,GBR,9.140,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",698,20,JOSEPH CZUBKOWSKI,GBR,9.300,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",2017,21,ALEXANDER AVERDUNK,GER,9.580,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",654,21,ORRIN COLEY,GBR,9.580,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",645,23,WILLIAM RIDAL,GBR,9.900,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",678,24,THOMAS MATTHEWS,GBR,11.000,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",685,25,AIDAN ROBERTS,GBR,12.160,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",668,26,AIDEN DUNNE,GBR,12.190,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",679,27,SAMUEL OAKES,GBR,12.240,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",634,28,DAVID BARRANS,GBR,13.110,
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",651,29,PETER DAWSON,GBR,16.590,
