Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,2929,1,QIXIN ZHONG,CHN,6.370,6.26
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,2845,2,MARCIN DZIENSKI,POL,6.480,7.01
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,7613,3,BASSA MAWEM,FRA,6.130,6.05
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,86,4,ARSENII SHEVCHENKO,RUS,6.680,6.35
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,154,5,ALEKSANDR SHILOV,RUS,6.550,6.97
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,2838,6,JEDRZEJ KOMOSINSKI,POL,6.440,7.19
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1559,7,SEAN MCCOLL,CAN,8.110,8.29
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1754,8,JOHN BROSLER,USA,7.040,FALL
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,474,9,GUILLAUME MORO,FRA,7.270,7.24
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1766,10,MAX HAMMER,USA,7.470,7.41
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1580,11,TRISTEN GOSSELIN,CAN,7.900,8.02
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1588,12,FRANCIS BILODEAU,CAN,8.040,8.02
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1359,13,LIBOR HROZA,CZE,5.830,FALSE START
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,464,14,QUENTIN NAMBOT,FRA,6.610,FALL
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,1574,15,ROBERT STEWART-PATTERSON,CAN,6.660,FALL
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,856,16,LEONARDO GONTERO,ITA,7.340,FALL
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,6378,17,AARON DI LALLO,CAN,8.430,
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,6379,18,MAGNUS EINARSSON,CAN,8.650,
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,6380,19,JAKE FORSYTH,CAN,8.760,
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,6381,20,KIEFER VAN DEN BOSCH,CAN,10.210,
