Event,ID,Rank,Name,Country,Qualification,Final
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3324,1,KIROMAL KATIBIN,INA,5.42,5.64
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1798,2,NOAH BRATSCHI,USA,5.769,FALL
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3340,3,VEDDRIQ LEONARDO,INA,5.687,5.59
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",865,4,LUDOVICO FOSSALI,ITA,5.70,FALL
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1754,5,JOHN BROSLER,USA,5.20 (PAR),6.27
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3362,6,AMIR MAIMURATOV,KAZ,5.67,7.03
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3211,7,CARLOS GRANJA,ECU,5.762,5.73
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13034,8,SAMUEL WATSON,USA,6.03,FALL
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11701,9,ERIK NOYA CARDONA,ESP,5.685,7.69
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2845,10,MARCIN DZIENSKI,POL,5.78,6.69
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",474,11,GUILLAUME MORO,FRA,5.79,9.40
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1908,12,MERRITT ERNSBERGER,USA,5.89,FALL
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",494,13,PIERRE REBREYEND,FRA,5.92,5.93
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11893,14,ETHAN PITCHER,CAN,6.063,8.50
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",899,15,GIAN LUCA ZODDA,ITA,6.067,6.91
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11886,16,QUINN O'FRANCIA,USA,6.09,6.26
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1801,17,JOE GOODACRE,USA,6.10,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2391,18,YUDAI IKEDA,JPN,6.12,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1278,19,TOBIAS PLANGGER,AUT,6.15,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1263,20,LUKAS KNAPP,AUT,6.16,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3220,21,NICKOLAIE RIVADENEIRA,ECU,6.30,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11603,22,LINUS BADER,GER,6.39,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11602,23,SEBASTIAN LUCKE,GER,6.43,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13435,24,AYUMU MITA,JPN,6.47,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13043,25,SHUTO FUJINO,JPN,6.59,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13443,26,AKIHISA KAJI,JPN,6.71,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13592,27,ZACH HAMMER,USA,6.79,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11848,28,OLIVER KUANG,USA,6.81,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1936,29,DARREN SKOLNIK,USA,6.82,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2383,30,HAJIME TAKEDA,JPN,6.85,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13033,31,RICHARD LI,USA,7.43,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1052,32,CALRIN CURTIS,RSA,7.79,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11885,33,SILAS CHANG,USA,8.21,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13550,34,MICAH LISS,USA,FALL,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13627,35,ARDCH INTRACHUPONGSE,THA,FALSE START,
