Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1359,1,LIBOR HROZA,CZE,5.760,6.44
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,7613,2,BASSA MAWEM,FRA,6.140,6.58
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,861,3,ALESSANDRO SANTONI,ITA,6.300,WILDCARD
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,2845,4,MARCIN DZIENSKI,POL,6.140,FALSE START
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1480,5,DANYIL BOLDYREV,UKR,6.320,5.75
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,74,6,STANISLAV KOKORIN,RUS,6.160,6.44
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,86,7,ARSENII SHEVCHENKO,RUS,6.570,6.45
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,464,8,QUENTIN NAMBOT,FRA,6.690,6.68
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,856,9,LEONARDO GONTERO,ITA,6.630,6.35
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,3208,10,ISAAC ESTEVEZ,ECU,6.790,6.43
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,2838,11,JEDRZEJ KOMOSINSKI,POL,6.670,6.51
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,109,12,ALEKSANDR SHIKOV,RUS,6.410,6.55
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,98,13,VLADISLAV DEULIN,RUS,6.620,6.64
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1483,14,YAROSLAV GONTARYK,UKR,6.530,6.72
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,56,15,EVGENII VAITSEKHOVSKII,RUS,6.250,8.34
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,2929,16,QIXIN ZHONG,CHN,5.950,8.37
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,4953,17,YOANN LE COUSTER,FRA,6.850,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,2849,18,RAFAL HALASA,POL,6.910,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1485,19,VOLODYMYR ZINCHENKO,UKR,6.930,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,865,20,LUDOVICO FOSSALI,ITA,7.020,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,105,21,DMITRII TIMOFEEV,RUS,7.360,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1574,22,ROBERT STEWART-PATTERSON,CAN,7.520,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,5026,23,LINCAI ZHONG,CHN,7.600,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,2856,24,MICHAL LEWICKI,POL,7.700,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,6353,25,KAROL DENIS,POL,7.760,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,6354,26,TOMMASO PASQUA,ITA,7.840,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,885,27,STANISLAO ZAMA,ITA,8.030,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1250,28,MATTHIAS ERBER,AUT,8.170,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,1559,29,SEAN MCCOLL,CAN,8.910,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,6361,30,JOSUE MANOSALVAS,ECU,8.940,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,6209,31,DOMINIC LABARGE,USA,8.990,
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,85,32,SERGEI LUZHETSKII,RUS,FALSE START,
