Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",98,1,VLADISLAV DEULIN,RUS,6.170,5.91
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",74,2,STANISLAV KOKORIN,RUS,6.240,5.96
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",1480,3,DANYIL BOLDYREV,UKR,6.040,5.62
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",7613,4,BASSA MAWEM,FRA,6.370,6.88
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",109,5,ALEKSANDR SHIKOV,RUS,6.380,5.92
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",856,6,LEONARDO GONTERO,ITA,6.250,6.16
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3471,7,REZA ALIPOUR SHENAZANDIFARD,IRI,6.080,6.44
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",1359,8,LIBOR HROZA,CZE,6.170,7.80
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2929,9,QIXIN ZHONG,CHN,6.380,6.30
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",92,10,GEORGY ARTAMONOV,RUS,6.550,6.38
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2950,11,PENGHUI LIN,CHN,6.820,6.61
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2996,12,JINXIN LI,CHN,6.570,6.72
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",146,13,ARSENII BOGOMOLOV,RUS,6.660,7.76
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",1492,14,KOSTIANTYN PAVLENKO,UKR,6.400,8.00
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",154,15,ALEKSANDR SHILOV,RUS,6.690,8.64
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",865,16,LUDOVICO FOSSALI,ITA,6.620,FALL
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2076,17,YONGSU LEE,KOR,6.910,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2845,18,MARCIN DZIENSKI,POL,7.000,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",861,19,ALESSANDRO SANTONI,ITA,7.060,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2954,20,DICHONG HUANG,CHN,7.110,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2048,21,SUNGJOON CHAE,KOR,7.230,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3375,22,ALIMZHAN MYRZABEKOV,KAZ,7.340,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3358,23,ARTYOM DEVYATERIKOV,KAZ,7.750,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3360,24,ALEXEY MOLCHANOV,KAZ,7.760,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2960,25,FENGQI WANG,CHN,7.930,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2217,26,CHI-FUNG AU,HKG,7.990,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2084,27,JONGSEOK SON,KOR,8.150,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3367,28,ALEXEY PANFILOV,KAZ,8.220,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",3387,29,ANDREY YURIN,KAZ,8.300,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",1559,30,SEAN MCCOLL,CAN,8.450,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2975,31,SHUANGXI MO,CHN,8.500,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2046,32,SUNGBO SEO,KOR,8.620,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2947,33,YUFEI PAN,CHN,9.140,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2214,34,KA-CHUN YAU,HKG,10.020,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",776,35,JAVIER CANO BLAZQUEZ,ESP,10.080,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",803,36,SERGIO VERDASCO URIZAL,ESP,10.390,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2218,37,CHEUNG-CHI SHOJI CHAN,HKG,10.400,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2226,38,HEI-YEUNG LAM,HKG,10.470,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",797,39,JONATAN FLOR VAZQUEZ,ESP,11.260,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",816,40,SERGIO PASTOR MARTÍNEZ,ESP,11.430,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",780,41,POL ROCA LOPEZ,ESP,11.560,
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",2033,42,JABEE KIM,KOR,11.960,
