Event,ID,Rank,Name,Country,Qualification,Final
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3278,1,ASPAR ASPAR,INA,5.24,5.39
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3324,2,KIROMAL KATIBIN,INA,5.436,5.75
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11414,3,LONG CAO,CHN,5.35,5.16
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11460,4,JINBAO LONG,CHN,5.20,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3340,5,VEDDRIQ LEONARDO,INA,5.06,5.15
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13547,6,RAHARJATI NURSAMSA,INA,5.40,5.30
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13034,7,SAMUEL WATSON,USA,5.46,6.51
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2069,8,SEUNGBEOM LEE,KOR,5.508,5.60
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11395,9,JIANGUO LONG,CHN,5.30,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2099,10,EUNCHEOL SHIN,KOR,5.434,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14087,11,ADITYA TRI SYAHRIA,INA,5.44,FALSE START
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11701,12,ERIK NOYA CARDONA,ESP,5.504,7.89
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11415,13,RAHMAD ADI MULYONO,INA,5.506,FALL
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1798,14,NOAH BRATSCHI,USA,5.58,6.41
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",474,15,GUILLAUME MORO,FRA,5.60,5.64
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",12317,16,JUN YASUKAWA,JPN,5.625,5.56
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13598,17,PENG WU,CHN,5.629,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1754,18,JOHN BROSLER,USA,5.63,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3270,19,ALFIAN MUHAMMAD FAJRI,INA,5.65,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1511,20,YAROSLAV TKACH,UKR,5.67,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11175,21,ZAENAL ARIPIN,INA,5.72,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2845,22,MARCIN DZIENSKI,POL,5.73,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11602,23,SEBASTIAN LUCKE,GER,5.74,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3397,24,BEKNUR ALTYNBEKOV,KAZ,5.80,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1801,25,JOE GOODACRE,USA,5.87,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",865,26,LUDOVICO FOSSALI,ITA,5.88,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2391,27,YUDAI IKEDA,JPN,5.96,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14089,28,GLENN BAKRI,INA,6.09,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13155,29,TAEUNG MOON,KOR,6.23,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",14088,30,RAAMASKI ASWIN KRISTANTO,INA,6.27,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2218,31,CHEUNG-CHI SHOJI CHAN,HKG,6.30,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11603,32,LINUS BADER,GER,6.41,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3388,33,SERGEY BESMERTNYKH,KAZ,6.45,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11702,34,DEEPU MALLESH,IND,6.46,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2146,35,CHIA HSIANG LIN,TPE,6.50 (6.809),
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2240,36,CHEUK-NAM WONG,HKG,6.50 (6.815),
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13153,37,YONGJUN JUNG,KOR,6.57,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11892,38,MINSU KANG,KOR,6.62,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11381,39,RYO OMASA,JPN,6.69,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3416,40,YEVGENIY BRYAKIN,KAZ,6.78,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11396,41,MOCH RIZKY SAMUDRA DEWANTARA,INA,6.93,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2217,42,CHI-FUNG AU,HKG,6.94,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2657,43,SAHIL KHAN,IND,6.97,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13915,44,JULIAN RONAN DAVID,NZL,7.83,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13043,45,SHUTO FUJINO,JPN,7.92,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1843,46,MICHAEL FINN-HENRY,CAN,7.96,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11841,47,AARON MATTES,AUS,10.55,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1480,48,DANYIL BOLDYREV,UKR,FALL,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13914,48,FLYNN HUGH CHISHOLM,NZL,FALL,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",11409,48,LIANG ZHANG,CHN,FALL,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3471,51,REZA ALIPOUR SHENAZANDIFARD,IRI,FALSE START,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3115,51,LEANDER CARMANNS,GER,FALSE START,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",13592,51,ZACH HAMMER,USA,FALSE START,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",3318,51,HINAYAH MUHAMMAD,INA,FALSE START,
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",2383,51,HAJIME TAKEDA,JPN,FALSE START,
