Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,48,1,SERGEI SINITCYN,RUS,22.700,18.56
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,56,2,EVGENII VAITSEKHOVSKII,RUS,23.360,20.66
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,1470,3,MAKSYM STYENKOVYY,UKR,23.620,2.00
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,64,4,SERGEY ABDRAKHMANOV,RUS,24.710,FALL
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2838,5,JEDRZEJ KOMOSINSKI,POL,26.400,20.40
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,5916,6,KOSTIANTYN PODCHESOV,UKR,26.780,21.56
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4749,7,JAKUB POCIECHA,POL,25.890,28.90
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4581,8,TOMASZ OLEKSY,POL,24.480,FALL
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4745,9,LUKASZ SWIRK,POL,25.170,22.85
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,3175,10,LEONEL DE LAS SALAS,VEN,27.630,23.28
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4882,11,ZUFAR NIGMANOV,RUS,29.090,24.85
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,5765,12,MACIEJ KALITA,POL,27.200,25.40
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4746,13,MAKSYM OSIPOV,UKR,26.100,26.50
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,2167,14,CSABA KOMONDI,HUN,26.660,27.36
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,1471,15,OLEKSANDR SALIMOV,UKR,29.500,29.58
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,74,16,STANISLAV KOKORIN,RUS,26.870,FALL
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4887,17,YAROSLAV TOPAL,UKR,33.140,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,5972,18,MATEUSZ PUZON,POL,33.230,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,5973,19,MARTIN SIFRA,CZE,34.650,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4754,20,GYULA JUHASZ,HUN,40.430,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,5974,21,GERGÕ MOLNAR,HUN,44.460,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4748,22,JOSMAR NIEVES,VEN,FALL,
IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,4747,22,OLEKSIY YURKO,UKR,FALL,
