Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,74,1,STANISLAV KOKORIN,RUS,6.630,6.28
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1483,2,YAROSLAV GONTARYK,UKR,6.400,6.75
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,856,3,LEONARDO GONTERO,ITA,6.430,6.66
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,105,4,DMITRII TIMOFEEV,RUS,6.390,8.18
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,56,5,EVGENII VAITSEKHOVSKII,RUS,6.420,6.54
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,4745,6,LUKASZ SWIRK,POL,6.800,7.16
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1480,7,DANYIL BOLDYREV,UKR,6.460,7.18
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,4953,8,YOANN LE COUSTER,FRA,7.270,7.21
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2845,9,MARCIN DZIENSKI,POL,6.650,6.44
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2838,10,JEDRZEJ KOMOSINSKI,POL,6.810,6.61
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,5950,11,EDUARD SABITOV,RUS,7.230,7.30
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,4884,12,EVGENY ASTASHKIN,RUS,6.930,7.52
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,48,13,SERGEI SINITCYN,RUS,7.000,8.02
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,7613,14,BASSA MAWEM,FRA,6.630,8.47
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1359,15,LIBOR HROZA,CZE,6.360,FALL
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,474,16,GUILLAUME MORO,FRA,6.990,FALL
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,86,17,ARSENII SHEVCHENKO,RUS,7.410,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,3360,18,ALEXEY MOLCHANOV,KAZ,7.560,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6042,19,VIACHESLAV VEDENCHUK,RUS,7.660,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2456,20,GIGA JANKHOTELI,GEO,9.320,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6165,21,CINGIZ TAGIZADE,AZE,11.680,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2455,22,ALMATSGIR KVITSIANI,GEO,12.370,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6259,23,RINAT RAHIMKHANOV,AZE,13.450,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6260,24,GIORGI GOMIASHVILI,GEO,13.530,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2459,25,MAMUKA KHUTSISHVILI,GEO,13.670,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6154,26,SEYMUR CAMALZADE,AZE,16.140,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6261,27,GALIB SHIKHRAHIMOV,AZE,16.650,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6155,28,BABEK IBADOV,AZE,17.530,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6262,29,YASIN ALI,PAK,18.000,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6263,30,TEYMUR MAKSUTOV,AZE,20.800,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6264,31,AMIL ALIYEV,AZE,20.860,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6265,32,CHINGIZ TAGHIZADE,AZE,22.130,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,4399,33,ZOHRAB SHAHBALAYE,AZE,24.790,
