Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1359,1,LIBOR HROZA,CZE,6.130,5.99
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2929,2,QIXIN ZHONG,CHN,6.410,6.27
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,74,3,STANISLAV KOKORIN,RUS,6.490,6.24
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2845,4,MARCIN DZIENSKI,POL,6.500,6.34
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2838,5,JEDRZEJ KOMOSINSKI,POL,6.630,6.53
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,56,6,EVGENII VAITSEKHOVSKII,RUS,6.540,6.55
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,48,7,SERGEI SINITCYN,RUS,6.800,6.80
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,856,8,LEONARDO GONTERO,ITA,6.580,7.46
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1483,9,YAROSLAV GONTARYK,UKR,6.880,6.56
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,86,10,ARSENII SHEVCHENKO,RUS,6.960,6.79
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,4745,11,LUKASZ SWIRK,POL,6.890,6.80
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,4953,12,YOANN LE COUSTER,FRA,6.990,7.15
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,861,13,ALESSANDRO SANTONI,ITA,7.220,7.22
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1480,14,DANYIL BOLDYREV,UKR,6.860,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,5026,15,LINCAI ZHONG,CHN,7.250,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1485,16,VOLODYMYR ZINCHENKO,UKR,7.310,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,5916,17,KOSTIANTYN PODCHESOV,UKR,7.340,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,464,18,QUENTIN NAMBOT,FRA,7.380,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,6281,19,ANTON POLIAKOV,RUS,7.420,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,474,20,GUILLAUME MORO,FRA,7.470,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,6282,21,YEVGENIY CHELOMBYTKO,UKR,7.750,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,885,22,STANISLAO ZAMA,ITA,7.910,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1372,23,JAN KRIZ,CZE,7.920,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,4971,24,GIANLUCA SIROTTI,ITA,7.960,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,6283,25,ALESSANDRO BOULOS,ITA,8.030,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,865,26,LUDOVICO FOSSALI,ITA,8.210,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,902,27,DAVIDE BUOSO,ITA,8.610,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1559,28,SEAN MCCOLL,CAN,8.830,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2456,29,GIGA JANKHOTELI,GEO,9.300,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,4747,30,OLEKSIY YURKO,UKR,FALL,
