Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",98,1,VLADISLAV DEULIN,M,RUS,6.020,5.83
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",3471,2,REZA ALIPOUR SHENAZANDIFARD,M,IRI,5.960,FALL
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",865,3,LUDOVICO FOSSALI,M,ITA,5.810,WILDCARD
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1480,4,DANYIL BOLDYREV,M,UKR,6.510,FALSE START
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",899,5,GIAN LUCA ZODDA,M,ITA,6.280,6.19
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",856,6,LEONARDO GONTERO,M,ITA,6.130,6.33
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",861,7,ALESSANDRO SANTONI,M,ITA,6.210,7.03
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1359,8,LIBOR HROZA,M,CZE,6.130,FALL
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",74,9,STANISLAV KOKORIN,M,RUS,6.010,6.01
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",474,10,GUILLAUME MORO,M,FRA,6.570,6.43
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",146,11,ARSENII BOGOMOLOV,M,RUS,6.300,7.14
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",3211,12,CARLOS GRANJA,M,ECU,6.530,7.14
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",109,13,ALEKSANDR SHIKOV,M,RUS,6.060,7.42
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",2845,14,MARCIN DZIENSKI,M,POL,6.030,7.54
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",2929,15,QIXIN ZHONG,M,CHN,6.170,7.78
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",105,16,DMITRII TIMOFEEV,M,RUS,6.210,8.84
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1843,17,MICHAEL FINN-HENRY,M,USA,6.730,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",2849,18,RAFAL HALASA,M,POL,7.010,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",885,18,STANISLAO ZAMA,M,ITA,7.010,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",936,20,CRISTIAN DORIGATTI,M,ITA,7.110,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1372,21,JAN KRIZ,M,CZE,7.170,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1798,22,NOAH BRATSCHI,M,USA,7.410,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1908,23,MERRITT ERNSBERGER,M,USA,7.530,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1263,24,LUKAS KNAPP,M,AUT,7.540,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",3225,24,JUAN MARTIN PEÑA,M,ECU,7.540,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1885,26,LUKE RODLEY,M,USA,7.600,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",917,27,GABRIELE RANDI,M,ITA,7.610,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1766,28,MAX HAMMER,M,USA,7.640,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1250,29,MATTHIAS ERBER,M,AUT,7.790,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",2217,30,CHI-FUNG AU,M,HKG,7.920,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",924,31,DAVID PICCOLRUAZ,M,ITA,8.110,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",1787,32,JORDAN ROMIG,M,USA,8.240,
