Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1147,1,JANJA GARNBRET,SLO,31+  1. | TOP  1. [3.87],39,TOP
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1122,2,MINA MARKOVIC,SLO,30+  4. | TOP  1. [5.48],37+,42+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",315,3,ANAK VERHOEVEN,BEL,31+  1. | TOP  1. [3.87],39,37+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",2035,4,JAIN KIM,KOR,31+  1. | TOP  1. [3.87],41+,33+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1226,5,JESSICA PILZ,AUT,26   19. | TOP  1. [12.99],35+,33+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",928,6,LAURA ROGORA,ITA,29+  5. | TOP  1. [7.75],41+,31
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1232,7,HANNAH SCHUBERT,AUT,26   19. | TOP  1. [12.99],34+,28+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",456,8,MATHILDE BECERRA,FRA,29+  5. | 34+  21. [14.00],36+,12+
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3426,9,ANNE-SOPHIE KOLLER,SUI,26   19. | 38   18. [20.12],34+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",466,10,JULIA CHANOURDIE,FRA,29+  5. | TOP  1. [7.75],31+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",530,11,NOLWENN ARC,FRA,29+  5. | TOP  1. [7.75],30+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3130,11,KATHERINE CHOONG,SUI,29+  5. | TOP  1. [7.75],30+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1486,11,IEVGENIIA KAZBEKOVA,UKR,29+  5. | TOP  1. [7.75],30+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3888,14,ALINA RING,SUI,26   19. | TOP  1. [12.99],30+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1153,15,VITA LUKAN,SLO,26+  14. | 34+  21. [19.80],30+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",455,16,HÉLÈNE JANICOT,FRA,29+  5. | TOP  1. [7.75],30,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1164,17,URSKA REPUSIC,SLO,26   19. | 39   17. [19.56],30,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1222,18,KATHARINA POSCH,AUT,26   19. | 34+  21. [23.48],30,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",467,19,SALOMÉ ROMAIN,FRA,27+  12. | TOP  1. [9.49],29,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",457,20,NOLWEN BERTHIER,FRA,26   19. | 34+  21. [23.48],29,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",860,21,CLAUDIA GHISOLFI,ITA,26+  14. | 40+  15. [15.49],28+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",1239,22,JULIA FISER,AUT,26   19. | 35+  20. [21.21],28+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",321,23,CELINE CUYPERS,BEL,26+  14. | 28   35. [24.17],21+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",4301,24,MICHELLE HULLIGER,SUI,26+  14. | 39+  16. [16.00],20+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",316,25,CHLOE CAULIER,BEL,27   13. | 34+  21. [17.85],20+,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",2267,26,RISA OTA,JPN,26+  14. | 34+  21. [19.80],20,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3984,27,NETTA FREDMAN,ISR,24   27. | 32+  30. [30.00],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",99,28,EVGENIYA LAPSHINA,RUS,24   27. | 32   31. [30.50],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3198,29,ANOUK PIOLA,SUI,19+  47. | 37+  19. [30.67],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",3060,30,TINA JOHNSEN HAFSAAS,NOR,21   39. | 34+  21. [31.11],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",2671,31,KAJSA ROSEN,SWE,20+  41. | 34+  21. [32.08],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",977,32,SILVIA CASSOL,ITA,24   27. | 28   35. [33.09],,
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",2277,32,MOE YOSHIMURA,JPN,24   27. | 28   35. [33.09],,
