Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1147,1,JANJA GARNBRET,SLO,TOP  1. | TOP  1. [4.47],TOP,39+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,315,2,ANAK VERHOEVEN,BEL,TOP  1. | TOP  1. [4.47],TOP,38+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2035,3,JAIN KIM,KOR,TOP  1. | TOP  1. [4.47],TOP,36+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,466,4,JULIA CHANOURDIE,FRA,42   5. | TOP  1. [6.32],37+,30+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1226,5,JESSICA PILZ,AUT,40+  6. | TOP  1. [7.21],42+,26+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1753,6,MARGO HAYES,USA,40+  6. | 40   20. [11.40],37,26+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,467,7,SALOMÉ ROMAIN,FRA,37+  14. | TOP  1. [10.77],31+,26+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1122,8,MINA MARKOVIC,SLO,TOP  1. | TOP  1. [4.47],37+,20+
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,455,9,HÉLÈNE JANICOT,FRA,33+  20. | 33+  26. [23.53],29.5+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3130,10,KATHERINE CHOONG,SUI,39+  10. | TOP  1. [9.38],29+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,642,11,MOLLY THOMPSON-SMITH,GBR,36   16. | TOP  1. [11.31],29+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2267,12,RISA OTA,JPN,33+  20. | TOP  1. [12.81],29+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1811,13,BROOKE RABOUTOU,USA,40   8. | TOP  1. [8.25],29,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,147,14,VIKTORIIA MESHKOVA,RUS,37+  14. | 37+  23. [18.46],28,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1239,15,JULIA FISER,AUT,17+  28. | 40+  16. [22.33],27+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1153,16,VITA LUKAN,SLO,35   18. | TOP  1. [12.00],27,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,457,17,NOLWEN BERTHIER,FRA,16+  33. | TOP  1. [16.49],27,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1222,18,KATHARINA POSCH,AUT,39+  10. | TOP  1. [9.38],26+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1232,19,HANNAH SCHUBERT,AUT,38+  13. | 38+  22. [16.91],26+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2277,20,MOE YOSHIMURA,JPN,18+  24. | 40+  16. [21.12],26+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1249,21,LAURA STÖCKLER,AUT,35+  17. | 29+  31. [23.51],26+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3426,22,ANNE-SOPHIE KOLLER,SUI,17   30. | 40+  16. [23.29],26,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,328,23,HELOÏSE DOUMONT,BEL,40   8. | 36+  25. [14.58],25+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3060,24,TINA JOHNSEN HAFSAAS,NOR,17   30. | TOP  1. [15.75],19,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3888,25,ALINA RING,SUI,39+  10. | 29+  31. [18.91],15+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2055,26,MINSEON KIM,KOR,19+  23. | 31+  29. [26.05],15+,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,530,27,NOLWENN ARC,FRA,18+  24. | 33+  26. [26.24],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,860,28,CLAUDIA GHISOLFI,ITA,17   30. | 37+  23. [26.99],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,468,29,KENZA SLAMTI,FRA,34+  19. | 28+  37. [27.05],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1486,30,IEVGENIIA KAZBEKOVA,UKR,15+  38. | 40+  16. [27.59],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1161,31,MIA KRAMPL,SLO,16   36. | 39+  21. [27.69],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1224,32,MAGDALENA RÖCK,AUT,17+  28. | 31+  29. [29.00],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,884,33,LISA DE MARTINI,ITA,33   22. | 28+  37. [29.10],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,914,34,GIORGIA TESIO,ITA,16+  33. | 29+  31. [33.24],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1708,35,MEAGAN MARTIN,USA,18+  24. | 25+  44. [33.50],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2671,36,KAJSA ROSEN,SWE,15+  38. | 33+  26. [34.27],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,539,37,LÉA MARIGO,FRA,15+  38. | 29+  31. [37.60],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,800,38,MURIEL RUÍZ DE LARRAMENDI ARANGOA,ESP,18+  24. | 5+  56. [38.12],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2490,39,ROXY PERRY,AUS,16   36. | 26+  42. [39.15],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1577,40,REBECCA FRANGOS,CAN,15+  38. | 29   35. [39.30],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3064,41,LISA-MARIE KVANDAHL,NOR,16+  33. | 20+  45. [39.55],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,321,42,CELINE CUYPERS,BEL,15+  38. | 28+  37. [40.92],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,517,42,BRÉANNE ROBERT,FRA,15+  38. | 28+  37. [40.92],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1726,44,AUDREY SNIEZEK,USA,15+  38. | 28   41. [42.23],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,144,45,ELENA KRASOVSKAIA,RUS,15+  38. | 26   43. [43.25],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,118,46,IULIIA PANTELEEVA,RUS,15   50. | 29   35. [43.38],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2693,47,SILVIA BARRETT,SWE,15+  38. | 20   48. [45.93],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,456,48,MATHILDE BECERRA,FRA,15+  38. | 19+  50. [46.87],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3065,49,BERGLJOT HANSEN,NOR,15+  38. | 13+  54. [48.69],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,475,50,MARION TRABER,FRA,15   50. | 20+  45. [49.38],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2488,50,LUCINDA ANN TURNBULL,AUS,15   50. | 20+  45. [49.38],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2386,52,MORIWAKI HONOKA,JPN,15+  38. | 5+  56. [49.79],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2970,53,YILING SONG,CHN,15   50. | 20   48. [50.70],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1901,54,LESLEY LADLAD,USA,15   50. | 19+  50. [51.73],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,3069,55,INGRID HELENE AMUNDRUD,NOR,15   50. | 18+  52. [52.75],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1728,55,ZOE STEINBERG,USA,15   50. | 18+  52. [52.75],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,1641,57,ELINA AVRAMOVA,CAN,14+  58. | 13+  54. [56.22],,
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,2504,58,SARAH MCKENZIE,AUS,14.5+  57. | 5+  56. [57.00],,
