Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",1122,1,MINA MARKOVIC,SLO,TOP  1. | TOP  1. [5.74],TOP,TOP
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2035,2,JAIN KIM,KOR,TOP  1. | TOP  1. [5.74],TOP,TOP
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2263,3,MOMOKA ODA,JPN,TOP  1. | TOP  1. [5.74],50+,59
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",455,4,HÉLÈNE JANICOT,FRA,TOP  1. | TOP  1. [5.74],50+,55+
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",315,5,ANAK VERHOEVEN,BEL,TOP  1. | TOP  1. [5.74],48+,55+
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",1224,6,MAGDALENA RÖCK,AUT,TOP  1. | TOP  1. [5.74],49,45+
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2253,7,AKIYO NOGUCHI,JPN,TOP  1. | TOP  1. [5.74],48+,45+
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2267,8,RISA OTA,JPN,TOP  1. | TOP  1. [5.74],44,44+
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",3580,9,NIKKI VAN BERGEN,NED,TOP  1. | TOP  1. [5.74],43+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",4916,10,MATHILDE BRUMAGNE,BEL,45   11. | TOP  1. [8.12],43+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",1222,11,KATHARINA POSCH,AUT,TOP  1. | 51+  14. [8.77],42+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2047,12,SOL SA,KOR,43   13. | TOP  1. [8.83],42+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2251,13,YUKA KOBAYASHI,JPN,42+  14. | 50   17. [16.23],42,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",1209,14,KATHARINA SAURWEIN,AUT,42+  14. | 52+  12. [13.64],35,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",5012,15,ANDREA BRIGITTA SZEKELY,HUN,42   18. | 52   13. [15.30],32,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2050,16,SOLAH KIM,KOR,42+  14. | 50+  15. [15.50],32,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2053,17,HAIMI CHO,KOR,38+  19. | 47+  18. [18.49],29,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",1202,18,BARBARA BACHER,AUT,43+  12. | 50+  15. [13.64],28+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2051,19,SEUNGHYUN KIM,KOR,35+  21. | 41   21. [21.25],23,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2044,20,HANNARAI SONG,KOR,24+  24. | 42   20. [21.91],23,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2055,21,MINSEON KIM,KOR,42+  14. | 44+  19. [17.16],21+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",4998,22,HYOJUNG KIM,KOR,38   20. | 39   22. [21.21],20+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",2049,23,JIHYEON JEONG,KOR,35+  21. | 35   25. [23.18],12+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",6299,24,HANBIN CHOI,KOR,25   23. | 34+  26. [24.45],12+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",6300,25,HYUNSOOK LEE,KOR,21   27. | 38+  24. [25.46],12,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",6213,26,WOONWHA JEONG,KOR,24   25. | 39   22. [23.72],10+,
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",4999,27,EUNJOUNG YANG,KOR,23+  26. | 28   27. [26.50],,
