Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1121,1,MAJA STREMFELJ,SLO,41+,TOP,69+
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1207,2,ANGELA EITER,AUT,TOP,TOP,67-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,2035,3,JAIN KIM,KOR,42-,TOP,60-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4926,4,IRATI ANDA VILLANUEVA,ESP,38-,TOP,59-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,306,5,MURIEL SARKANY,BEL,37+,TOP,52-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,438,6,CAROLINE CIAVALDINI,FRA,37-,42-,47
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,2251,7,YUKA KOBAYASHI,JPN,37-,41,47-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4535,8,ALEXANDRA EYER,SUI,41,41-,47-
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1122,9,MINA MARKOVIC,SLO,37.5-,38-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1209,10,KATHARINA SAURWEIN,AUT,37+,38-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1119,11,NATALIJA GROS,SLO,41+,37-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1202,12,BARBARA BACHER,AUT,36,37-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4920,13,KINGA OCIEPKA,POL,37-,34-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5125,14,LUCKA FRANKO,SLO,33-,34-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,445,15,CHARLOTTE DURIF,FRA,25,34-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,848,16,JENNY LAVARDA,ITA,36+,33+,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,58,17,YANA CHERESHNEVA,RUS,41+,33,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1203,18,BETTINA SCHÖPF,AUT,25,33-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5514,19,NINA CAPREZ,SUI,33-,31,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,3578,20,VERA ZIJLSTRA,NED,33-,30-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5777,21,ANNE HOARAU,FRA,32+,30-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,1210,22,CHRISTINE SCHRANZ,AUT,32+,29+,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,309,23,CHLOÉ GRAFTIAUX,BEL,31-,26-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4916,24,MATHILDE BRUMAGNE,BEL,36,22-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5012,25,ANDREA BRIGITTA SZEKELY,HUN,33,22-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,2823,26,JULIANE WURM,GER,27-,22-,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,3133,27,JANINE CARDOSO,BRA,24,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5388,28,ALIX GRAFTIAUX,BEL,23-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4543,28,GERDA RAFFETSEDER,AUT,23-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5646,28,MAYAN SMITH-GOBAT,NZL,23-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4560,28,LINN KARIN STENDAL,NOR,23-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5818,32,DANIELA LOPEZ,VEN,21,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,443,33,MÉLANIE SANDOZ,FRA,18-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4491,33,VANESSA TAYLOR,FRA,18-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5782,35,ALIYA ISKAKOVA,KAZ,17,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,4689,36,HIU YING LIU,HKG,16-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5521,36,SARAH MATTHEWS,AUS,16-,,
IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,5819,38,ORQUIDEA LEÓN JUAREZ,MEX,9+,,
