Event,ID,Rank,Name,Gender,Country,Qualification
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2485,1,TOM O'HALLORAN,M,AUS,6
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2508,2,BEN ABEL,M,AUS,70
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2482,3,JAMES KASSAY,M,AUS,24
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2480,4,THOMAS FARRELL,M,AUS,6
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2519,5,NED MIDDLEHURST,M,AUS,210
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,3727,6,CHASE GATLAND,M,NZL,192
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,11901,7,HUGO HORNSHAW,M,AUS,224
IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,2493,8,CAMPBELL HARRISON,M,AUS,120
