Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1147,1,JANJA GARNBRET,SLO,5T5Z 10 10,4T4Z 6 6,4T4Z 5 5
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1803,2,NATALIA GROSSMAN,USA,4T5Z 4 5,3T4Z 6 7,3T4Z 8 16
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,3254,3,ANDREA KÜMIN,SUI,3T5Z 6 6,2T3Z 3 6,1T2Z 1 3
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,11462,4,ORIANE BERTONE,FRA,3T5Z 10 6,2T4Z 3 5,1T2Z 1 5
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2357,5,FUTABA ITO,JPN,4T5Z 6 6,2T3Z 4 8,0T2Z 0 8
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,3840,6,STASA GEJO,SRB,4T4Z 10 5,2T4Z 8 10,0T1Z 0 3
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,3113,7,HANNAH MEUL,GER,4T5Z 5 5,2T3Z 5 5,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,469,8,FANNY GIBERT,FRA,2T5Z 5 6,2T3Z 7 8,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1629,9,MADISON FISCHER,CAN,4T5Z 11 8,2T3Z 11 13,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,11813,10,CLOE COSCOY,USA,2T4Z 5 11,2T2Z 5 3,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2080,11,CHAEHYUN SEO,KOR,3T5Z 6 8,2T2Z 6 6,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1811,12,BROOKE RABOUTOU,USA,4T5Z 8 7,1T4Z 1 6,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,947,13,CAMILLA MORONI,ITA,4T5Z 9 9,1T4Z 1 13,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,316,14,CHLOE CAULIER,BEL,3T5Z 6 6,1T3Z 2 4,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,12537,15,KYLIE CULLEN,USA,2T5Z 5 11,1T3Z 2 7,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,4017,16,AYALA KEREM,ISR,5T5Z 12 5,1T3Z 2 13,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1240,17,FRANZISKA STERRER,AUT,4T5Z 12 10,1T3Z 4 20,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1226,18,JESSICA PILZ,AUT,4T4Z 9 5,1T3Z 5 8,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,4330,19,LUCIA DÖRFFEL,GER,3T5Z 5 5,1T2Z 1 4,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2047,20,SOL SA,KOR,4T5Z 9 10,1T1Z 3 3,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1400,21,ELISKA ADAMOVSKA,CZE,2T5Z 6 7,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,553,21,FLAVY COHAUT,FRA,2T4Z 7 8,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1153,23,VITA LUKAN,SLO,2T4Z 2 5,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,4260,23,SOFYA YOKOYAMA,SUI,1T5Z 2 10,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1161,25,MIA KRAMPL,SLO,2T4Z 2 6,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2343,25,NANAKO KURA,JPN,1T4Z 1 5,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,11784,27,HANA KOIKE,JPN,1T4Z 1 7,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2294,27,MIHO NONAKA,JPN,2T4Z 3 4,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,13321,29,MIA AOYAGI,JPN,2T4Z 7 5,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1824,29,MAYA MADERE,USA,1T4Z 1 12,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1243,31,JOHANNA FÄRBER,AUT,1T4Z 1 13,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,642,31,MOLLY THOMPSON-SMITH,GBR,2T4Z 7 6,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1486,33,IEVGENIIA KAZBEKOVA,UKR,2T4Z 7 10,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,2356,33,SAKI KIKUCHI,JPN,1T4Z 3 11,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,598,35,CLOTHILDE MORIN,FRA,1T4Z 4 4,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,928,35,LAURA ROGORA,ITA,2T4Z 9 11,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,11546,37,SARA COPAR,SLO,1T4Z 5 8,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,3881,37,LIV EGLI,SUI,1T5Z 4 13,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,1160,39,LUCKA RAKOVEC,SLO,1T3Z 1 3,,
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,914,39,GIORGIA TESIO,ITA,1T4Z 1 5,,
