Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,1803,1,NATALIA GROSSMAN,USA,5T5Z 5 5,4T4Z 4 4,4T4Z 6 5
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,3113,2,HANNAH MEUL,GER,5T5Z 11 10,3T4Z 4 4,4T4Z 6 6
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,13596,3,ZHILU LUO,CHN,5T5Z 7 6,3T4Z 6 6,2T4Z 5 9
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2294,4,MIHO NONAKA,JPN,3T5Z 3 9,4T4Z 5 5,1T4Z 1 4
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,12297,5,ANON MATSUFUJI,JPN,4T5Z 11 12,3T4Z 6 9,1T3Z 4 6
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2349,6,SERIKA OKAWACHI,JPN,4T5Z 5 5,3T4Z 6 6,0T3Z 0 8
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,1226,7,JESSICA PILZ,AUT,4T5Z 6 7,3T4Z 7 7,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2357,8,FUTABA ITO,JPN,4T5Z 6 10,3T4Z 8 8,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,469,9,FANNY GIBERT,FRA,5T5Z 6 5,3T3Z 8 7,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,3840,10,STASA GEJO,SRB,5T5Z 9 8,2T4Z 2 7,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,1153,11,VITA LUKAN,SLO,5T5Z 10 9,2T4Z 3 7,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,4017,12,AYALA KEREM,ISR,4T5Z 10 8,2T4Z 4 5,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,1240,13,FRANZISKA STERRER,AUT,5T5Z 9 8,2T3Z 3 3,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2080,14,CHAEHYUN SEO,KOR,5T5Z 7 7,2T3Z 3 5,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,3246,15,PETRA KLINGLER,SUI,3T5Z 4 6,2T3Z 4 5,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,947,16,CAMILLA MORONI,ITA,4T5Z 13 10,2T2Z 4 2,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,1137,17,JULIJA KRUDER,SLO,3T5Z 5 7,1T3Z 1 11,
IFSC - Climbing World Cup (B) - Brixen (ITA) 2022,2501,18,OCEANIA MACKENZIE,AUS,4T5Z 17 11,1T3Z 2 6,
