Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1147,1,JANJA GARNBRET,SLO,5T5Z 14 10,3T3Z 3 3,2T3Z 7 7
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2253,2,AKIYO NOGUCHI,JPN,4T4Z 7 5,2T3Z 4 7,2T2Z 4 3
IFSC Climbing World Championships - Innsbruck (AUT) 2018,3840,3,STASA GEJO,SRB,3T5Z 4 8,2T3Z 8 9,1T2Z 1 6
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1226,4,JESSICA PILZ,AUT,2T4Z 8 8,2T3Z 7 15,0T2Z 0 4
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2294,5,MIHO NONAKA,JPN,3T4Z 4 6,2T3Z 10 25,0T2Z 0 4
IFSC Climbing World Championships - Innsbruck (AUT) 2018,3246,6,PETRA KLINGLER,SUI,2T4Z 5 7,3T3Z 10 9,0T0Z 0 0
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1223,7,BERIT SCHWAIGER,AUT,1T4Z 2 13,2T2Z 7 7,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2047,8,SOL SA,KOR,1T4Z 8 13,2T2Z 8 7,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,469,9,FANNY GIBERT,FRA,2T4Z 5 8,2T2Z 11 8,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1753,10,MARGO HAYES,USA,3T4Z 11 10,1T3Z 2 10,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,669,11,HANNAH SLANEY,GBR,1T4Z 5 18,1T3Z 6 16,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1130,12,KATJA DEBEVEC,SLO,2T4Z 4 7,1T2Z 4 9,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1565,13,ALANNAH YIP,CAN,1T3Z 3 5,1T2Z 6 8,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1486,14,IEVGENIIA KAZBEKOVA,UKR,3T3Z 10 4,1T1Z 2 2,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,50,15,TATIANA SHEMULINKINA,RUS,1T4Z 2 14,1T1Z 3 3,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1710,16,ALEX PUCCIO,USA,2T5Z 5 17,0T3Z 0 21,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,462,17,MANON HILY,FRA,1T3Z 2 7,0T2Z 0 16,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,316,18,CHLOE CAULIER,BEL,1T4Z 1 8,0T2Z 0 17,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1243,19,JOHANNA FÄRBER,AUT,1T4Z 2 10,0T1Z 0 7,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1209,20,KATHARINA SAURWEIN,AUT,1T3Z 2 8,0T1Z 0 9,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1227,21,JULIA PINGGERA,AUT,1T4Z 2 18,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1240,21,FRANZISKA STERRER,AUT,1T3Z 6 10,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,55,23,EKATERINA KIPRIIANOVA,RUS,1T4Z 3 6,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1249,23,LAURA STÖCKLER,AUT,1T2Z 7 9,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1750,25,KYRA CONDIE,USA,0T4Z 0 5,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2278,25,MEI KOTAKE,JPN,1T4Z 3 14,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2501,27,OCEANIA MACKENZIE,AUS,0T4Z 0 8,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,118,27,IULIIA PANTELEEVA,RUS,1T3Z 1 6,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1812,27,ASHIMA SHIRAISHI,USA,1T3Z 1 6,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1270,30,SANDRA LETTNER,AUT,0T4Z 0 18,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1751,31,CLAIRE BUHRFEIND,USA,0T3Z 0 4,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1811,31,BROOKE RABOUTOU,USA,1T3Z 4 8,,
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2795,33,LILLI KIESGEN,GER,1T2Z 1 3,,
