Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,636,1,SHAUNA COXSEY,GBR,4T4 5B5,4T7 4B7,4T11 4B8
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2294,2,MIHO NONAKA,JPN,4T5 5B10,3T6 4B7,3T7 4B11
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2253,3,AKIYO NOGUCHI,JPN,4T5 4B5,2T3 3B4,2T3 3B7
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,3246,4,PETRA KLINGLER,SUI,3T7 4B6,3T5 4B6,1T2 3B4
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,1130,5,KATJA DEBEVEC,SLO,4T4 4B4,2T5 4B9,0T 3B6
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2268,6,AYA ONOE,JPN,3T7 4B10,3T9 4B10,0T 1B5
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2278,7,MEI KOTAKE,JPN,4T7 4B5,2T5 4B9,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,1243,8,JOHANNA FÄRBER,AUT,3T4 4B5,2T5 4B9,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,1565,9,ALANNAH YIP,CAN,2T3 4B5,2T5 3B6,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,4328,10,ALMA BESTVATER,GER,2T2 4B6,2T6 4B7,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,632,11,LEAH CRANE,GBR,2T3 4B6,2T6 4B8,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,1137,12,JULIJA KRUDER,SLO,2T6 3B5,2T6 4B9,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,635,13,MICHAELA TRACY,GBR,3T3 4B4,2T7 4B8,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2139,14,HUNG YING LEE,TPE,2T3 3B4,2T8 3B8,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,55,15,EKATERINA KIPRIIANOVA,RUS,4T7 4B4,1T1 3B4,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2013,16,MONIKA RETSCHY,GER,4T10 5B10,1T1 3B4,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,2047,17,SOL SA,KOR,4T8 4B6,1T2 4B12,
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,1223,18,BERIT SCHWAIGER,AUT,3T3 3B3,1T4 3B6,
