Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2848,1,ALEKSANDRA MIROSLAW,F,POL,7.631,7.56
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2855,2,ANNA BROZEK,F,POL,7.990,7.91
IFSC Climbing World Championships - Innsbruck (AUT) 2018,82,3,MARIIA KRASAVINA,F,RUS,7.887,WILDCARD
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2878,4,ALEKSANDRA KALUCKA,F,POL,7.935,FALSE START
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2857,5,PATRYCJA CHUDZIAK,F,POL,8.290,7.88
IFSC Climbing World Championships - Innsbruck (AUT) 2018,1493,6,ALLA MARENYCH,F,UKR,8.452,8.17
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2970,7,YILING SONG,F,CHN,7.990,8.90
IFSC Climbing World Championships - Innsbruck (AUT) 2018,73,8,ANNA TSYGANOVA,F,RUS,7.944,FALSE START
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2941,9,DI NIU,F,CHN,8.410,8.03
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2879,10,NATALIA KALUCKA,F,POL,8.410,8.27
IFSC Climbing World Championships - Innsbruck (AUT) 2018,137,11,EKATERINA BARASHCHUK,F,RUS,8.436,8.302
IFSC Climbing World Championships - Innsbruck (AUT) 2018,129,12,ELIZAVETA IVANOVA,F,RUS,8.243,8.304
IFSC Climbing World Championships - Innsbruck (AUT) 2018,110,13,IULIIA KAPLINA,F,RUS,8.290,8.43
IFSC Climbing World Championships - Innsbruck (AUT) 2018,2930,14,CUILIAN HE,F,CHN,8.450,10.36
IFSC Climbing World Championships - Innsbruck (AUT) 2018,479,15,ANOUCK JAUBERT,F,FRA,7.789,FALL
IFSC Climbing World Championships - Innsbruck (AUT) 2018,511,16,VICTOIRE ANDRIER,F,FRA,8.306,FALL
