Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,46,1,ANNA STENKOVAYA,RUS,11.680,11.30
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2834,2,EDYTA ROPEK,POL,12.040,13.21
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4982,3,CHUNHUA LI,CHN,12.030,10.92
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5445,4,CUIFANG HE,CHN,11.640,12.12
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2930,5,CUILIAN HE,CHN,12.530,11.05
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4735,6,KSENIIA ALEKSEEVA,RUS,14.020,11.14
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,3178,7,LUCELIA BLANCO,VEN,12.790,12.47
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,62,8,ALINA GAIDAMAKINA,RUS,14.040,14.74
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,81,9,YULIYA LEVOCHKINA,RUS,16.000,11.93
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,1474,10,SVITLANA TUZHYLINA,UKR,15.180,12.08
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,45,11,VALENTINA YURINA,RUS,13.560,12.60
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4741,12,ANASTASIYA SAVISKO,UKR,14.940,13.59
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,1468,13,OLENA RYEPKO,UKR,13.250,13.96
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,2842,14,MONIKA PROKOPIUK-KAWECKA,POL,15.400,14.64
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4737,15,EKATERINA BOYARSKIKH,RUS,15.390,15.66
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4742,16,JESSICA MORANDI,ITA,17.470,15.67
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5975,17,ANNA GISLIMBERTI,ITA,17.590,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,4932,18,MALGORZATA RUDZINSKA,POL,19.920,
IFSC Climbing Worldcup (S) - Trento (ITA) 2009,5509,19,RADIANA MANEVA,BUL,26.130,
