Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,62,1,ALINA GAIDAMAKINA,F,RUS,9.580,9.04
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,81,2,YULIYA LEVOCHKINA,F,RUS,9.760,9.70
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,40,3,NATALIA TITOVA,F,RUS,11.130,8.96
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,63,4,KSENIYA POLEKHINA,F,RUS,10.130,8.99
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,2842,5,MONIKA PROKOPIUK-KAWECKA,F,POL,10.290,9.85
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,82,6,MARIIA KRASAVINA,F,RUS,9.590,9.90
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,1218,7,STEFANIE PICHLER,F,AUT,9.990,10.07
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,452,8,MARGOT HEITZ,F,FRA,13.020,10.75
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,6199,9,MARIYA USTIMENKO,F,UKR,13.060,13.22
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,3209,10,ANDREA ROJAS,F,ECU,13.750,13.48
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,6200,11,SOFIA CORREA,F,ECU,17.980,15.77
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,2834,12,EDYTA ROPEK,F,POL,10.130,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,4741,13,ANASTASIYA SAVISKO,F,UKR,10.180,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,2847,14,KLAUDIA BUCZEK,F,POL,10.450,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,6201,15,MARIYA BOYKO,F,UKR,13.320,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,5976,16,LUCIA KORCOVA,F,SVK,16.380,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2012,6038,17,SIMONA KORCOVA,F,SVK,FALL,
