Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",479,1,ANOUCK JAUBERT,FRA,8.260,8.18
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",110,2,IULIIA KAPLINA,RUS,7.950,FALL
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2847,3,KLAUDIA BUCZEK,POL,8.250,8.05
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2848,4,ALEKSANDRA MIROSLAW,POL,8.410,8.15
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",488,5,AURELIA SARISSON,FRA,8.930,8.66
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2855,6,ANNA BROZEK,POL,8.760,9.29
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",117,7,ELENA TIMOFEEVA,RUS,8.850,9.31
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",119,8,SVETLANA MOTOVILOVA,RUS,9.290,FALL
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1493,9,ALLA MARENYCH,UKR,9.360,9.10
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1233,10,NINA LACH,AUT,9.260,9.26
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1230,11,ALEXANDRA ELMER,AUT,9.540,9.57
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",511,12,VICTOIRE ANDRIER,FRA,9.280,9.69
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",935,13,ELISABETTA DALLA BRIDA,ITA,9.640,10.28
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2834,14,EDYTA ROPEK,POL,8.700,10.88
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2857,15,PATRYCJA CHUDZIAK,POL,9.060,11.36
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",3209,16,ANDREA ROJAS,ECU,9.650,11.57
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2842,17,MONIKA PROKOPIUK-KAWECKA,POL,9.880,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",898,18,SILVIA PORTA,ITA,9.940,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",3464,19,FARNAZ ESMAEILZADEH,IRI,9.990,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",915,20,GIORGIA RANDI,ITA,10.500,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",897,21,GIULIA FOSSALI,ITA,10.520,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",445,22,CHARLOTTE DURIF,FRA,10.540,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1517,23,TETIANA KOLKOTINA,UKR,10.590,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",903,24,MARTINA ZANETTI,ITA,10.710,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1487,25,ANASTASIA SHYMKOVA,UKR,10.950,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",1569,26,ALISON STEWART-PATTERSON,CAN,11.120,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",932,27,ALESSANDRA ZANETTI,ITA,12.060,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",859,28,ANDREA EBNER,ITA,13.110,
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",2419,29,MARIA GEORGIEVA,BUL,15.190,
