Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",110,1,IULIIA KAPLINA,F,RUS,8.160,7.38
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",82,2,MARIIA KRASAVINA,F,RUS,8.230,8.10
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",479,3,ANOUCK JAUBERT,F,FRA,7.760,8.17
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",73,4,ANNA TSYGANOVA,F,RUS,7.670,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",1493,5,ALLA MARENYCH,F,UKR,8.420,8.06
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2834,6,EDYTA ROPEK,F,POL,8.250,8.21
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",488,7,AURELIA SARISSON,F,FRA,8.060,9.27
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",117,8,ELENA TIMOFEEVA,F,RUS,8.170,10.68
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2855,9,ANNA BROZEK,F,POL,8.640,8.38
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2847,10,KLAUDIA BUCZEK,F,POL,9.170,8.78
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2941,11,DI NIU,F,CHN,9.350,9.05
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2966,12,MINGWEI NI,F,CHN,8.980,9.07
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2970,13,YILING SONG,F,CHN,9.040,9.16
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2930,14,CUILIAN HE,F,CHN,8.660,9.45
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",3364,15,ASSEL MARLENOVA,F,KAZ,9.390,9.48
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2940,16,WANGMU RENZENG,F,CHN,9.910,FALL
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2071,17,SEOHYUN KIM,F,KOR,9.940,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",3357,18,TAMARA ULZHABAYEVA,F,KAZ,10.380,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",118,19,IULIIA PANTELEEVA,F,RUS,10.520,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",3254,20,ANDREA KÜMIN,F,SUI,11.630,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",1565,21,ALANNAH YIP,F,CAN,12.810,
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",2086,22,SAEDASOM JUNG,F,KOR,12.990,
