Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,62,1,ALINA GAIDAMAKINA,RUS,8.710,8.78
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,82,2,MARIIA KRASAVINA,RUS,8.900,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,63,3,KSENIYA POLEKHINA,RUS,10.790,8.61
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,479,4,ANOUCK JAUBERT,FRA,8.910,9.04
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,110,5,IULIIA KAPLINA,RUS,10.070,8.65
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,73,6,ANNA TSYGANOVA,RUS,9.010,9.38
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2842,7,MONIKA PROKOPIUK-KAWECKA,POL,9.480,9.45
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,81,8,YULIYA LEVOCHKINA,RUS,9.750,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1493,9,ALLA MARENYCH,UKR,10.110,10.04
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1218,10,STEFANIE PICHLER,AUT,10.220,10.72
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2834,11,EDYTA ROPEK,POL,9.950,11.50
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1484,12,ANASTASIYA ZAICHENKO,UKR,14.060,12.66
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,903,13,MARTINA ZANETTI,ITA,13.020,13.26
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1209,14,KATHARINA SAURWEIN,AUT,17.150,15.22
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2847,15,KLAUDIA BUCZEK,POL,8.950,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2857,16,PATRYCJA CHUDZIAK,POL,10.410,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,452,17,MARGOT HEITZ,FRA,FALL,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1233,17,NINA LACH,AUT,FALL,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2848,17,ALEKSANDRA MIROSLAW,POL,FALL,
