Event,ID,Rank,Name,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,110,1,IULIIA KAPLINA,RUS,8.590,8.08
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,62,2,ALINA GAIDAMAKINA,RUS,8.630,8.27
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2848,3,ALEKSANDRA MIROSLAW,POL,9.080,8.64
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,452,4,MARGOT HEITZ,FRA,9.200,9.69
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2847,5,KLAUDIA BUCZEK,POL,9.190,9.17
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,479,6,ANOUCK JAUBERT,FRA,9.490,9.24
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,82,7,MARIIA KRASAVINA,RUS,8.830,10.08
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,81,8,YULIYA LEVOCHKINA,RUS,9.270,11.44
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,4741,9,ANASTASIYA SAVISKO,UKR,9.700,9.27
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,3357,10,TAMARA ULZHABAYEVA,KAZ,9.840,9.53
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1493,11,ALLA MARENYCH,UKR,9.880,9.68
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,94,12,ANASTASIIA GOLIKOVA,RUS,9.820,10.03
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1218,13,STEFANIE PICHLER,AUT,9.820,10.06
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,1230,14,ALEXANDRA ELMER,AUT,10.090,10.40
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2855,15,ANNA BROZEK,POL,11.090,11.26
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,5782,16,ALIYA ISKAKOVA,KAZ,15.070,15.52
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6161,17,KONUL HUSEYNOVA,AZE,27.980,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6162,18,AYSEL SULTANOVA,AZE,40.870,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6253,19,DIANA VADIM HANINA,AZE,45.330,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6254,20,SIMA SEFEROVA,AZE,48.350,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6255,21,REYHAN MAMMADOVA,AZE,57.810,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6256,22,AYTEN PIRALIYEVA,AZE,FALL,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,2842,22,MONIKA PROKOPIUK-KAWECKA,POL,FALL,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6257,22,SEMS QULIYEVA,AZE,FALL,
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,6258,22,SAFAROVA SIMA,AZE,FALL,
