Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",479,1,ANOUCK JAUBERT,FRA,7.720,WILDCARD
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",110,2,IULIIA KAPLINA,RUS,7.760,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",117,3,ELENA TIMOFEEVA,RUS,7.990,7.61
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3337,4,ARIES SUSANTI RAHAYU,INA,8.310,8.47
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",82,5,MARIIA KRASAVINA,RUS,8.120,7.77
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3311,6,RAJIAH SALLSABILLAH,INA,8.110,7.88
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",73,7,ANNA TSYGANOVA,RUS,8.090,9.52
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3260,8,SANTI WELLYANTI,INA,8.310,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3279,9,PUJI LESTARI,INA,8.530,9.86
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",129,10,ELIZAVETA IVANOVA,RUS,8.220,100.00
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2878,11,ALEKSANDRA KALUCKA,POL,7.910,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3302,12,SARI AGUSTINA,INA,7.960,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",488,13,AURELIA SARISSON,FRA,8.170,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",197,14,ELENA REMIZOVA,RUS,8.230,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2930,15,CUILIAN HE,CHN,8.300,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",510,16,ELMA FLEURET,FRA,8.520,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",137,17,EKATERINA BARASHCHUK,RUS,8.550,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",220,18,KAMILLA KUSHAEVA,RUS,8.600,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",181,19,POLINA AKSENOVA,RUS,8.610,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",511,20,VICTOIRE ANDRIER,FRA,8.640,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",112,21,DARIA KAN,RUS,8.690,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2847,22,KLAUDIA BUCZEK,POL,8.780,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3320,23,FITRIYANI FITRIYANI,INA,8.920,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1493,23,ALLA MARENYCH,UKR,8.920,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2941,25,DI NIU,CHN,8.930,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3209,26,ANDREA ROJAS,ECU,8.940,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",222,27,KSENIIA PETROVA,RUS,9.030,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3010,28,HAIMEI QIU,CHN,9.080,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3364,29,ASSEL MARLENOVA,KAZ,9.090,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",211,30,SVETLANA SHAROVA,RUS,9.130,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1230,31,ALEXANDRA ELMER,AUT,9.140,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",144,32,ELENA KRASOVSKAIA,RUS,9.180,
