Event,ID,Rank,Name,Gender,Country,Qualification,Final
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,62,1,ALINA GAIDAMAKINA,F,RUS,8.710,8.78
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,82,2,MARIIA KRASAVINA,F,RUS,8.900,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,63,3,KSENIYA POLEKHINA,F,RUS,10.790,8.61
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,479,4,ANOUCK JAUBERT,F,FRA,8.910,9.04
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,110,5,IULIIA KAPLINA,F,RUS,10.070,8.65
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,73,6,ANNA TSYGANOVA,F,RUS,9.010,9.38
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2842,7,MONIKA PROKOPIUK-KAWECKA,F,POL,9.480,9.45
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,81,8,YULIYA LEVOCHKINA,F,RUS,9.750,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1493,9,ALLA MARENYCH,F,UKR,10.110,10.04
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1218,10,STEFANIE PICHLER,F,AUT,10.220,10.72
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2834,11,EDYTA ROPEK,F,POL,9.950,11.50
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1484,12,ANASTASIYA ZAICHENKO,F,UKR,14.060,12.66
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,903,13,MARTINA ZANETTI,F,ITA,13.020,13.26
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1209,14,KATHARINA SAURWEIN,F,AUT,17.150,15.22
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2847,15,KLAUDIA BUCZEK,F,POL,8.950,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2857,16,PATRYCJA CHUDZIAK,F,POL,10.410,FALL
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,452,17,MARGOT HEITZ,F,FRA,FALL,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,1233,17,NINA LACH,F,AUT,FALL,
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,2848,17,ALEKSANDRA MIROSLAW,F,POL,FALL,
