Event,ID,Rank,Name,Gender,Country,Qualification,Final
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",479,1,ANOUCK JAUBERT,F,FRA,7.720,WILDCARD
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",110,2,IULIIA KAPLINA,F,RUS,7.760,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",117,3,ELENA TIMOFEEVA,F,RUS,7.990,7.61
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3337,4,ARIES SUSANTI RAHAYU,F,INA,8.310,8.47
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",82,5,MARIIA KRASAVINA,F,RUS,8.120,7.77
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3311,6,RAJIAH SALLSABILLAH,F,INA,8.110,7.88
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",73,7,ANNA TSYGANOVA,F,RUS,8.090,9.52
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3260,8,SANTI WELLYANTI,F,INA,8.310,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3279,9,PUJI LESTARI,F,INA,8.530,9.86
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",129,10,ELIZAVETA IVANOVA,F,RUS,8.220,100.00
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2878,11,ALEKSANDRA KALUCKA,F,POL,7.910,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3302,12,SARI AGUSTINA,F,INA,7.960,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",488,13,AURELIA SARISSON,F,FRA,8.170,FALSE START
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",197,14,ELENA REMIZOVA,F,RUS,8.230,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2930,15,CUILIAN HE,F,CHN,8.300,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",510,16,ELMA FLEURET,F,FRA,8.520,FALL
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",137,17,EKATERINA BARASHCHUK,F,RUS,8.550,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",220,18,KAMILLA KUSHAEVA,F,RUS,8.600,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",181,19,POLINA AKSENOVA,F,RUS,8.610,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",511,20,VICTOIRE ANDRIER,F,FRA,8.640,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",112,21,DARIA KAN,F,RUS,8.690,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2847,22,KLAUDIA BUCZEK,F,POL,8.780,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3320,23,FITRIYANI FITRIYANI,F,INA,8.920,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1493,23,ALLA MARENYCH,F,UKR,8.920,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2941,25,DI NIU,F,CHN,8.930,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3209,26,ANDREA ROJAS,F,ECU,8.940,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",222,27,KSENIIA PETROVA,F,RUS,9.030,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3010,28,HAIMEI QIU,F,CHN,9.080,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3364,29,ASSEL MARLENOVA,F,KAZ,9.090,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",211,30,SVETLANA SHAROVA,F,RUS,9.130,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1230,31,ALEXANDRA ELMER,F,AUT,9.140,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",144,32,ELENA KRASOVSKAIA,F,RUS,9.180,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",157,33,KARINA GAREEVA,F,RUS,9.190,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2855,34,ANNA BROZEK,F,POL,9.350,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",148,35,LUIZA EMELEVA,F,RUS,9.530,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2857,36,PATRYCJA CHUDZIAK,F,POL,9.600,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",175,36,POLINA KULAGINA,F,RUS,9.600,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1233,38,NINA LACH,F,AUT,9.630,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",118,39,IULIIA PANTELEEVA,F,RUS,9.950,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3290,40,NURUL IQAMAH,F,INA,10.080,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2834,41,EDYTA ROPEK,F,POL,10.280,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",168,42,DARINA GALAGANOVA,F,RUS,10.311,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",77,43,NATALIIA STEPANOVA,F,RUS,10.360,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2294,44,MIHO NONAKA,F,JPN,10.510,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2357,45,FUTABA ITO,F,JPN,10.660,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3560,46,AZAM KARAMI,F,IRI,10.730,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",131,47,VALERIIA DERIABINA,F,RUS,10.830,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3465,48,ELNAZ REKABI,F,IRI,10.900,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",171,49,IRINA SABITOVA,F,RUS,11.000,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2343,50,NANAKO KURA,F,JPN,11.190,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3161,51,VALENTINA AGUADO,F,ARG,11.210,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1488,52,MARGARYTA ZAKHAROVA,F,UKR,11.240,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2253,53,AKIYO NOGUCHI,F,JPN,11.610,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",466,54,JULIA CHANOURDIE,F,FRA,11.630,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3472,55,FATEMEH JAFARI MAHMODABADI,F,IRI,11.780,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1951,56,MAGGIE HAMMER,F,USA,11.830,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3482,57,HADIS NAZARIROBATI,F,IRI,12.050,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",316,58,CHLOE CAULIER,F,BEL,12.160,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",3479,59,BAHAREH BADRABADI,F,IRI,12.200,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",68,60,DINARA FAKHRITDINOVA,F,RUS,12.380,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",859,61,ANDREA EBNER,F,ITA,12.910,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2278,62,MEI KOTAKE,F,JPN,12.930,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2356,63,SAKI KIKUCHI,F,JPN,13.050,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",115,64,MARIIA MUSIENKO,F,RUS,13.980,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",328,65,HELOÏSE DOUMONT,F,BEL,16.960,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",1952,66,LISA HAMMER,F,USA,20.020,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",935,67,ELISABETTA DALLA BRIDA,F,ITA,FALSE START,
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",2139,67,HUNG YING LEE,F,TPE,FALSE START,
