Event,ID,Rank,Name,Country,Qualification,Final
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",110,1,IULIIA KAPLINA,RUS,7.970,7.41
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",82,2,MARIIA KRASAVINA,RUS,8.140,7.65
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",479,3,ANOUCK JAUBERT,FRA,7.760,7.591
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2878,4,ALEKSANDRA KALUCKA,POL,8.020,7.592
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2855,5,ANNA BROZEK,POL,8.090,7.809
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2857,6,PATRYCJA CHUDZIAK,POL,8.410,8.09
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2879,7,NATALIA KALUCKA,POL,8.520,8.62
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",117,8,ELENA TIMOFEEVA,RUS,8.300,10.21
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",3209,9,ANDREA ROJAS,ECU,8.650,8.58
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",935,10,ELISABETTA DALLA BRIDA,ITA,8.530,8.59
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",1888,11,PIPER KELLY,USA,9.030,8.91
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",1230,12,ALEXANDRA ELMER,AUT,9.170,9.11
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",511,13,VICTOIRE ANDRIER,FRA,8.470,9.57
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",112,14,DARIA KAN,RUS,8.920,9.88
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",569,15,CAPUCINE VIGLIONE,FRA,9.070,15.71
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2847,16,KLAUDIA BUCZEK,POL,8.610,FALL
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",898,17,SILVIA PORTA,ITA,9.380,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",1233,18,NINA LACH,AUT,9.690,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",2842,19,MONIKA PROKOPIUK-KAWECKA,POL,9.720,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",197,20,ELENA REMIZOVA,RUS,9.750,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",1249,21,LAURA STÖCKLER,AUT,9.960,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",966,22,GIULIA RANDI,ITA,10.040,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",903,23,MARTINA ZANETTI,ITA,10.220,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",510,24,ELMA FLEURET,FRA,10.440,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",1751,25,CLAIRE BUHRFEIND,USA,10.580,
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",3840,26,STASA GEJO,SRB,10.700,
