Event,ID,Rank,Name,Country,Qualification,Final
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2878,1,ALEKSANDRA KALUCKA,POL,7.06,7.47
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2879,2,NATALIA KALUCKA,POL,7.00,FALL
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1999,3,EMMA HUNT,USA,7.02 (PAR),7.28
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",966,4,GIULIA RANDI,ITA,7.698,7.63
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2857,5,PATRYCJA CHUDZIAK,POL,7.579,8.71
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2941,6,DI NIU,CHN,7.67,FALL
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2995,6,YUFANG XIE,CHN,7.67,10.41
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2855,8,ANNA BROZEK,POL,7.699,9.11
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3014,9,LIJUAN DENG,CHN,7.24,7.72
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",13606,10,SHENGYAN WANG,CHN,7.574,7.57
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",488,11,AURELIA SARISSON,FRA,7.62,8.82
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",569,12,CAPUCINE VIGLIONE,FRA,7.66,7.80
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1024,13,BEATRICE COLLI,ITA,7.691,7.76
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3357,14,TAMARA ULZHABAYEVA,KAZ,8.03,8.01
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",7165,15,GUIZHEN XIE,CHN,8.07,8.11
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",11598,16,SOFIA BELLESINI,ITA,8.18,8.16
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",12853,17,JULIA KOCH,GER,8.28,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3364,18,ASSEL MARLENOVA,KAZ,8.42,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",13438,19,NATSUMI HAYASHI,JPN,8.79,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",13154,20,JIMIN JEONG,KOR,8.80,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3120,21,FRANZISKA RITTER,GER,9.65,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",14003,22,MANAMI AIBARA,JPN,9.93,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",13025,23,SOPHIA CURCIO,USA,9.94,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",13840,24,SAVEENA FILLINGHAM,GBR,10.29,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",14073,25,HARUKA KANETANI,JPN,11.50,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",3374,26,MARGARITA AGAMBAYEVA,KAZ,FALL,
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",2445,27,ERICA VELEV,CAN,FALSE START,
