Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,436,1,GUILLAUME GLAIRON MONDET,FRA,5T5 5B5,2T5 3B8,3T3 4B6
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,53,2,DMITRII SHARAFUTDINOV,RUS,5T5 5B5,2T3 3B7,3T6 4B9
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,1204,3,KILIAN FISCHHUBER,AUT,5T6 5B6,2T3 2B3,2T3 4B6
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4773,4,LOÏC GAIDIOZ,FRA,5T7 5B6,2T3 2B3,2T5 4B11
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,79,5,ALEKSEY RUBTSOV,RUS,5T5 5B5,2T3 3B4,1T1 4B5
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4786,6,FABIEN COMINA,FRA,5T9 5B8,2T4 2B3,0T 4B9
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,1212,7,LUKAS ENNEMOSER,AUT,4T4 5B8,2T5 2B3,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,2255,8,TSUKURU HORI,JPN,5T5 5B5,1T1 4B13,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4774,9,STEWART WATSON,GBR,5T6 5B6,1T1 3B4,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,2822,10,JONAS BAUMANN,GER,4T5 5B6,1T1 2B3,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4781,11,FRANCOIS KAISER,FRA,5T6 5B5,1T2 2B3,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4801,12,ONDREJ SVUB,SVK,4T6 5B6,1T3 3B6,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4716,13,KLEMEN BECAN,SLO,5T5 5B5,1T3 3B8,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4726,14,MATTHIAS MÜLLER,SUI,4T6 5B7,1T4 2B8,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,1124,15,JERNEJ KRUDER,SLO,5T7 5B6,0T 3B7,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4585,16,CASPER TEN SIJTHOFF,NED,4T6 5B5,0T 2B2,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,3353,17,STEFAN DANKER,GER,5T8 5B7,0T 2B4,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4795,18,JURE BECAN,SLO,5T7 5B7,0T 2B5,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,1129,19,DOMEN SKOFIC,SLO,5T12 5B8,0T 1B2,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4775,20,REMO SOMMER,SUI,5T11 5B8,0T 0B,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4789,21,BRUNO MACIAS MATUTANO,ESP,4T8 5B6,,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,6052,22,ANTON JOHANSONN,FIN,4T8 5B7,,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,60,23,RUSTAM GELMANOV,RUS,4T8 5B9,,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,2249,24,KEITA MOGAKI,JPN,4T8 4B4,,
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,4807,25,ONDREJ NEVELIK,CZE,4T9 5B9,,
