Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,1204,1,KILIAN FISCHHUBER,AUT,5T6 5B5,2T3 4B4,2T3 3B4
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,3129,2,CÉDRIC LACHAT,SUI,5T7 5B5,1T1 4B5,2T5 4B9
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,79,3,ALEKSEY RUBTSOV,RUS,4T7 5B6,4T6 4B5,2T13 4B13
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,1707,4,DANIEL WOODS,USA,5T7 5B6,2T5 2B2,1T2 4B14
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,441,5,THOMAS CALEYRON,FRA,4T4 5B5,2T2 3B3,1T2 3B4
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,3579,6,NICKY DE LEEUW,NED,4T4 5B5,2T4 3B5,1T3 3B5
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,3890,7,MATHIAS CONRAD,GER,5T6 5B5,1T1 3B6,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4818,7,EDWARD FEEHALLY,GBR,5T6 5B5,1T1 3B6,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,9191,7,STÉPHAN JULIEN,FRA,4T6 5B7,1T1 3B6,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4716,10,KLEMEN BECAN,SLO,5T8 5B5,1T1 2B3,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4796,10,JONATHAN PARTRIDGE,GBR,4T7 5B8,1T1 2B3,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4774,12,STEWART WATSON,GBR,5T10 5B6,1T2 4B9,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,3422,13,JAN HOJER,GER,5T7 5B5,1T2 3B5,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4909,14,NIGEL CALLENDER,IRL,5T13 5B11,1T2 3B10,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4463,15,CHRISTIAN CORE,ITA,4T4 5B8,1T2 3B11,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,1559,16,SEAN MCCOLL,CAN,4T5 5B6,1T2 2B2,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,4775,17,REMO SOMMER,SUI,4T4 5B5,1T3 3B5,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,436,18,GUILLAUME GLAIRON MONDET,FRA,5T6 5B6,0T 2B2,
IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,3353,19,STEFAN DANKER,GER,4T6 5B5,0T 2B3,
