Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11675,1,MEJDI SCHALCK,FRA,4T5Z 11 11,2T3Z 2 3,4T4Z 9 6
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2309,2,YOSHIYUKI OGATA,JPN,5T5Z 15 7,3T4Z 8 8,4T4Z 11 10
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2385,3,REI KAWAMATA,JPN,4T4Z 5 5,2T4Z 11 8,3T4Z 14 12
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1256,4,NICOLAI UZNIK,AUT,5T5Z 9 6,2T4Z 3 12,2T3Z 8 10
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3131,5,YANNICK FLOHÉ,GER,5T5Z 9 7,3T4Z 7 13,1T4Z 1 10
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1214,6,JAKOB SCHUBERT,AUT,4T5Z 10 9,4T4Z 7 5,1T2Z 1 6
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2276,7,TOMOA NARASAKI,JPN,5T5Z 8 7,2T3Z 3 4,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1138,8,ANZE PEHARC,SLO,3T5Z 4 6,2T3Z 5 6,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1741,9,SEAN BAILEY,USA,5T5Z 10 6,2T2Z 4 3,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1871,10,ROSS FULKERSON,USA,4T5Z 7 7,1T3Z 1 4,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",811,11,ALBERTO GINÉS LÓPEZ,ESP,5T5Z 10 10,1T3Z 1 8,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2334,12,KEITA DOHI,JPN,3T5Z 4 5,1T3Z 2 5,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",688,13,MAXIMILLIAN MILNE,GBR,5T5Z 9 9,1T3Z 3 5,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2272,14,KOKORO FUJII,JPN,4T5Z 6 5,1T2Z 1 8,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1646,15,GUY MCNAMEE,CAN,3T5Z 4 6,1T2Z 2 8,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3127,16,MAX KLEESATTEL,GER,3T5Z 3 5,0T3Z 0 11,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",696,17,HAMISH MCARTHUR,GBR,3T5Z 4 8,0T2Z 0 4,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1906,18,SIMON HIBBELER,USA,3T5Z 3 8,0T2Z 0 6,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3983,19,ALEX KHAZANOV,ISR,5T5Z 10 8,0T2Z 0 8,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1875,20,CHARLES BARRON,USA,4T5Z 5 6,0T1Z 0 4,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1929,21,COLIN DUFFY,USA,3T5Z 4 6,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2291,21,TOMOAKI TAKATA,JPN,3T5Z 4 12,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",4046,23,YOTAM BEN REUVEN,ISR,3T5Z 4 7,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2004,23,ELLIS ERNSBERGER,USA,3T5Z 6 7,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",547,25,PAUL JENFT,FRA,3T5Z 6 9,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1149,25,ZAN LOVENJAK SUDAR,SLO,3T5Z 5 9,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",652,27,ALEX WATERHOUSE,GBR,3T5Z 6 9,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",13320,27,KENTO YAMAGUCHI,JPN,3T5Z 6 10,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1758,29,BENJAMIN HANNA,USA,3T5Z 7 8,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",2348,29,YUJI INOUE,JPN,3T5Z 7 8,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",4299,29,SASCHA LEHMANN,SUI,3T4Z 4 6,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",11525,32,ELIAS ARRIAGADA KRÜGER,GER,3T4Z 8 8,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1644,33,VICTOR BAUDRAND,CAN,3T5Z 7 13,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1131,33,GREGOR VEZONIK,SLO,2T5Z 6 5,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",3998,35,NIMROD MARCUS,ISR,3T5Z 8 9,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",857,35,MICHAEL PICCOLRUAZ,ITA,2T4Z 2 6,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",645,37,WILLIAM RIDAL,GBR,3T5Z 8 12,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1593,37,LUCAS UCHIDA,CAN,2T4Z 3 5,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1559,39,SEAN MCCOLL,CAN,2T4Z 5 8,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",4252,39,CHRISTOPH SCHWEIGER,GER,3T5Z 9 13,,
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1820,41,PALMER LARSEN,USA,2T4Z 6 9,,
