Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",1204,1,KILIAN FISCHHUBER,AUT,5T6 5B5,3T5 4B5,4T9 4B5
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",1214,2,JAKOB SCHUBERT,AUT,5T11 5B11,3T8 4B7,3T3 3B3
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",60,3,RUSTAM GELMANOV,RUS,4T7 5B7,3T6 4B6,3T6 3B6
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",436,4,GUILLAUME GLAIRON MONDET,FRA,5T8 5B6,3T5 3B5,3T8 4B8
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",53,5,DMITRII SHARAFUTDINOV,RUS,4T7 5B7,3T5 4B9,3T11 4B12
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",2255,6,TSUKURU HORI,JPN,5T8 5B5,3T7 3B4,1T6 3B9
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",849,7,GABRIELE MORONI,ITA,5T6 5B5,2T2 3B3,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",79,8,ALEKSEY RUBTSOV,RUS,4T14 5B16,2T4 3B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4716,9,KLEMEN BECAN,SLO,4T9 4B8,2T5 2B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4773,10,LOÏC GAIDIOZ,FRA,4T6 5B9,2T6 2B4,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4784,11,BAPTISTE NOMINE,FRA,4T9 5B7,1T4 3B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4776,12,MYKHAYLO SHALAGIN,UKR,3T5 5B6,1T5 1B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4803,13,IGNACIO SANCHEZ GONZÁLEZ,ESP,3T5 5B12,0T 2B2,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4786,14,FABIEN COMINA,FRA,4T10 5B9,0T 2B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",3429,15,KEVIN HEMUND,SUI,4T7 5B8,0T 2B6,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",441,16,THOMAS CALEYRON,FRA,3T6 5B8,0T 1B1,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",3779,17,BENJAMIN BLASER,SUI,5T14 5B12,0T 1B2,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",5649,18,OLIVIER HEQUIN,FRA,4T6 4B6,0T 1B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",3576,18,WOUTER JONGENEELEN,NED,3T5 5B9,0T 1B5,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4774,20,STEWART WATSON,GBR,4T4 5B5,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",2822,21,JONAS BAUMANN,GER,2T2 5B8,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4781,21,FRANCOIS KAISER,FRA,3T5 4B6,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4795,23,JURE BECAN,SLO,3T7 3B6,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",1221,23,MAX RUDIGIER,AUT,2T2 5B11,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",3890,25,MATHIAS CONRAD,GER,3T8 4B7,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",1216,25,MARIO LECHNER,AUT,2T2 4B5,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",855,27,STEFANO GHISOLFI,ITA,2T4 5B8,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4775,27,REMO SOMMER,SUI,3T9 4B9,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",72,29,YURY NOVITSKIY,RUS,3T11 4B9,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",66,29,ARMAN TER-MINASYAN,RUS,2T4 3B3,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4463,31,CHRISTIAN CORE,ITA,2T2 3B3,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",2257,31,REI SUGIMOTO,JPN,2T6 5B11,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",2034,33,JAHA KIM,KOR,2T6 4B8,,
"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",4796,33,JONATHAN PARTRIDGE,GBR,2T2 3B4,,
