Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Munich (GER) 2010,1364,1,ADAM ONDRA,CZE,5T8 5B7,4T6 4B5,3T3 4B4
IFSC Climbing Worldcup (B) - Munich (GER) 2010,53,2,DMITRII SHARAFUTDINOV,RUS,4T7 4B7,1T1 3B4,2T3 4B5
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4866,3,VICTOR KOZLOV,RUS,5T10 5B9,3T3 4B6,2T3 3B4
IFSC Climbing Worldcup (B) - Munich (GER) 2010,1204,4,KILIAN FISCHHUBER,AUT,5T7 5B7,2T2 4B4,2T6 3B7
IFSC Climbing Worldcup (B) - Munich (GER) 2010,2255,5,TSUKURU HORI,JPN,4T9 5B10,1T4 3B7,1T1 4B13
IFSC Climbing Worldcup (B) - Munich (GER) 2010,60,6,RUSTAM GELMANOV,RUS,4T5 4B5,2T7 4B9,1T3 3B5
IFSC Climbing Worldcup (B) - Munich (GER) 2010,441,7,THOMAS CALEYRON,FRA,3T4 5B9,0T 4B6,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4776,7,MYKHAYLO SHALAGIN,UKR,4T4 5B8,0T 4B6,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4777,9,MARKUS HOPPE,GER,2T3 3B4,0T 3B3,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4774,9,STEWART WATSON,GBR,3T9 5B10,0T 3B3,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,3353,11,STEFAN DANKER,GER,3T6 5B9,0T 3B4,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,436,11,GUILLAUME GLAIRON MONDET,FRA,3T7 5B10,0T 3B4,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4716,13,KLEMEN BECAN,SLO,3T11 4B10,0T 3B5,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4773,14,LOÏC GAIDIOZ,FRA,2T2 3B5,0T 3B6,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,1212,15,LUKAS ENNEMOSER,AUT,3T6 4B8,0T 3B7,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4818,16,EDWARD FEEHALLY,GBR,3T12 5B15,0T 3B9,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,3576,17,WOUTER JONGENEELEN,NED,4T4 5B6,0T 2B3,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,9191,18,STÉPHAN JULIEN,FRA,2T3 3B4,0T 2B4,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,79,19,ALEKSEY RUBTSOV,RUS,4T6 4B5,0T 2B6,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,1221,20,MAX RUDIGIER,AUT,3T3 3B3,0T 1B1,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4864,21,IVAN KAUROV,RUS,2T2 3B3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,1559,21,SEAN MCCOLL,CAN,2T6 4B8,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4780,23,MICHELE CAMINATI,ITA,2T7 4B10,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4363,23,VILIMANTAS PETRASIUNAS,LTU,2T2 2B2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4824,25,DANIEL ANDERSSON,SWE,1T1 3B5,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4791,25,ZACH LERNER,USA,2T3 3B3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,2839,27,PIOTR BUNSCH,POL,1T2 2B8,,
IFSC Climbing Worldcup (B) - Munich (GER) 2010,4790,27,BENOIT HEINTZ,FRA,2T3 2B3,,
