Event,ID,Rank,Name,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,849,1,GABRIELE MORONI,ITA,2T4Z 2 6,3T4Z 5 6,2T4Z 3 6
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2276,2,TOMOA NARASAKI,JPN,4T4Z 13 8,3T4Z 5 7,1T3Z 1 6
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2257,3,REI SUGIMOTO,JPN,2T4Z 5 6,3T4Z 17 18,1T3Z 4 8
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2052,4,JONGWON CHON,KOR,3T4Z 7 8,3T4Z 8 9,1T2Z 2 6
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,79,5,ALEKSEY RUBTSOV,RUS,2T4Z 3 5,3T4Z 5 10,0T2Z 0 4
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2332,6,KAI HARADA,JPN,2T4Z 2 7,3T4Z 8 7,0T1Z 0 8
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,523,7,MICKAEL MAWEM,FRA,1T3Z 1 3,2T4Z 3 4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1124,8,JERNEJ KRUDER,SLO,2T4Z 5 6,2T4Z 3 5,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,857,8,MICHAEL PICCOLRUAZ,ITA,2T5Z 5 22,2T4Z 3 5,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2307,10,MEICHI NARASAKI,JPN,2T3Z 4 4,2T3Z 3 3,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2291,11,TOMOAKI TAKATA,JPN,2T4Z 4 13,1T4Z 1 9,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1472,12,SERGII TOPISHKO,UKR,4T5Z 11 11,1T4Z 3 5,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2348,13,YUJI INOUE,JPN,3T4Z 19 16,1T4Z 11 20,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,645,14,WILLIAM RIDAL,GBR,1T3Z 3 4,1T3Z 1 4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1558,15,JASON HOLOWACH,CAN,1T4Z 2 12,1T3Z 2 8,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2272,16,KOKORO FUJII,JPN,4T4Z 12 10,1T3Z 3 5,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,3126,17,KIM MARSCHNER,GER,1T3Z 3 10,1T3Z 3 8,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,490,18,MANUEL CORNU,FRA,2T4Z 8 7,1T3Z 5 4,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,3983,19,ALEX KHAZANOV,ISR,4T4Z 21 16,0T3Z 0 7,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1138,20,ANZE PEHARC,SLO,3T4Z 7 7,0T2Z 0 5,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2480,21,THOMAS FARRELL,AUS,1T3Z 3 13,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,53,21,DMITRII SHARAFUTDINOV,RUS,2T4Z 5 7,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2337,23,TAISEI ISHIMATSU,JPN,0T4Z 0 6,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1772,23,KAI LIGHTNER,USA,2T4Z 6 6,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2309,23,YOSHIYUKI OGATA,JPN,0T4Z 0 6,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1778,26,NATHANIEL COLEMAN,USA,2T4Z 9 15,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2376,27,YUYA KITAE,JPN,2T3Z 3 5,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2265,27,KEITA WATABE,JPN,0T4Z 0 7,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,854,29,MARCELLO BOMBARDI,ITA,0T4Z 0 8,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2261,29,MASAHIRO HIGUCHI,JPN,2T3Z 3 7,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,1131,31,GREGOR VEZONIK,SLO,2T3Z 5 5,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2331,31,KAITO WATANABE,JPN,0T4Z 0 11,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,3428,33,KEVIN HEINIGER,SUI,0T4Z 0 12,,
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2338,33,RYOHEI KAMEYAMA,JPN,2T3Z 6 3,,
