Event,ID,Rank,Name,Gender,Country,Qualification,Semi-Final,Final
IFSC Climbing Worldcup (B) - Vail (USA) 2013,53,1,DMITRII SHARAFUTDINOV,M,RUS,4T5 5B5,3T4 4B5,3T5 4B6
IFSC Climbing Worldcup (B) - Vail (USA) 2013,60,2,RUSTAM GELMANOV,M,RUS,4T6 5B6,3T9 3B7,3T7 4B5
IFSC Climbing Worldcup (B) - Vail (USA) 2013,3577,3,JORG VERHOEVEN,M,NED,3T3 5B7,2T3 4B6,1T1 3B3
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1559,4,SEAN MCCOLL,M,CAN,5T7 5B6,4T8 4B6,1T1 3B8
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1204,5,KILIAN FISCHHUBER,M,AUT,5T9 5B7,4T6 4B5,1T2 4B6
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4839,6,PAUL ROBINSON,M,USA,4T8 5B11,3T10 3B7,0T 3B3
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1124,7,JERNEJ KRUDER,M,SLO,4T6 5B6,2T3 3B5,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,441,8,THOMAS CALEYRON,M,FRA,5T7 5B6,2T4 2B4,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1214,9,JAKOB SCHUBERT,M,AUT,4T5 5B5,2T5 2B5,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1707,10,DANIEL WOODS,M,USA,4T4 5B5,2T6 2B2,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,5820,11,MAURICIO HUERTA,M,MEX,3T6 5B7,2T7 2B2,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,436,12,GUILLAUME GLAIRON MONDET,M,FRA,4T6 5B6,1T1 4B10,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,634,13,DAVID BARRANS,M,GBR,4T10 5B10,1T3 3B8,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,470,14,JEREMY BONDER,M,FRA,3T6 5B6,1T3 3B11,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,2255,15,TSUKURU HORI,M,JPN,4T5 5B5,1T3 2B2,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4716,16,KLEMEN BECAN,M,SLO,3T4 5B5,1T5 4B14,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,2257,17,REI SUGIMOTO,M,JPN,4T6 5B6,0T 3B8,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,5683,18,MASATOSHI SUGITA,M,JPN,3T5 5B5,0T 2B2,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1709,19,CARLO TRAVERSI,M,USA,3T5 5B6,0T 2B2,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4934,20,SHINTA OZAWA,M,JPN,3T6 5B10,0T 2B3,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,850,21,STEFAN SCARPERI,M,ITA,3T9 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1736,22,AUSTIN GEIMAN,M,USA,2T2 5B6,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1212,23,LUKAS ENNEMOSER,M,AUT,2T2 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,2249,23,KEITA MOGAKI,M,JPN,2T2 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4840,25,ROBERT D'ANASTASIO,M,USA,2T3 5B6,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1746,26,VASYA VOROTNIKOV,M,USA,2T3 5B7,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4850,27,IAN DORY,M,USA,2T4 5B5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,3422,28,JAN HOJER,M,GER,2T4 5B6,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1745,29,MICHAEL O'ROURKE,M,USA,2T4 5B8,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,2260,29,ATSUSHI SHIMIZU,M,JPN,2T4 5B8,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,2822,31,JONAS BAUMANN,M,GER,2T4 5B9,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1770,32,PETER DIXON,M,USA,2T4 4B6,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,6150,32,TOM NEWMAN,M,GBR,2T4 4B6,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,5992,34,GARRETT GREGOR,M,USA,1T1 5B7,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1573,35,MARC EVELEIGH,M,CAN,1T1 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,3576,35,WOUTER JONGENEELEN,M,NED,1T1 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4818,37,EDWARD FEEHALLY,M,GBR,1T1 4B5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,3896,38,FACUNDO LANGBEHN,M,CHI,1T1 4B7,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1729,39,NICHOLAS MILBURN,M,USA,1T2 5B7,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,6092,40,SANTIAGO DE ALBA FLORES,M,MEX,1T2 4B7,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,5928,41,DIEGO LUIS GONZÁLEZ,M,MEX,1T2 3B9,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,4796,42,JONATHAN PARTRIDGE,M,GBR,1T3 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,6052,43,ANTON JOHANSONN,M,FIN,1T3 4B5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,6072,44,MATT WILDER,M,USA,1T4 4B8,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,1744,45,BRENDAN MITCHELL,M,USA,0T 4B4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2013,5668,46,JOHN BOWLES,M,CAN,0T 3B5,,
